File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0407_24_mesh_1.ply,98.611,163.565,12.646,7.443,4.279,0.028
0407_24_mesh_10.ply,877.314,940.093,48.021,14.458,10.906,0.237
0407_24_mesh_11.ply,307.985,543.564,51.701,11.139,11.147,0.092
0407_24_mesh_12.ply,135.505,195.236,17.474,5.619,4.329,0.036
0407_24_mesh_13.ply,840.230,642.977,27.092,11.886,8.658,0.262
0407_24_mesh_14.ply,224.745,258.115,17.702,7.658,4.917,0.078
0407_24_mesh_15.ply,138.461,216.783,17.696,5.129,3.808,0.041
0407_24_mesh_16.ply,1153.672,810.482,27.558,20.401,9.597,0.335
0407_24_mesh_17.ply,2137.339,1371.394,57.067,11.821,10.023,0.762
0407_24_mesh_18.ply,259.316,423.584,25.849,10.317,5.841,0.065
0407_24_mesh_2.ply,1717.258,1316.463,47.429,24.405,11.163,0.505
0407_24_mesh_3.ply,1008.224,875.257,42.244,16.243,6.750,0.269
0407_24_mesh_4.ply,247.383,256.644,13.941,7.592,5.785,0.064
0407_24_mesh_5.ply,292.274,556.462,35.083,42.529,10.640,0.109
0407_24_mesh_6.ply,1278.369,789.820,14.056,19.945,13.873,
0407_24_mesh_7.ply,121.995,348.960,15.743,12.227,7.309,0.049
0407_24_mesh_8.ply,530.717,413.672,14.628,10.739,9.613,0.145
0407_24_mesh_9.ply,1466.812,888.549,27.851,11.452,10.707,0.460
