File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0407_25_mesh_1.ply,185.973,408.983,43.314,15.310,4.014,0.107
0407_25_mesh_10.ply,87.648,165.544,20.170,4.388,3.073,0.031
0407_25_mesh_11.ply,120.052,255.664,30.255,5.313,4.661,0.038
0407_25_mesh_12.ply,107.905,231.831,30.089,5.034,3.084,0.034
0407_25_mesh_13.ply,64.926,203.630,28.906,3.789,3.408,0.034
0407_25_mesh_14.ply,85.522,259.087,31.970,7.144,5.766,0.041
0407_25_mesh_15.ply,94.250,147.285,16.397,3.573,3.899,0.032
0407_25_mesh_16.ply,121.887,283.811,31.094,13.782,3.558,0.032
0407_25_mesh_17.ply,272.024,671.509,63.922,13.005,9.587,0.078
0407_25_mesh_18.ply,132.193,304.261,17.956,8.144,3.726,0.044
0407_25_mesh_19.ply,72.019,141.634,17.877,4.018,4.313,0.023
0407_25_mesh_2.ply,73.332,256.278,36.155,6.842,4.667,0.036
0407_25_mesh_20.ply,35.717,438.073,41.405,10.380,3.377,0.024
0407_25_mesh_21.ply,118.259,276.356,33.194,7.424,4.267,0.066
0407_25_mesh_22.ply,112.928,261.646,37.365,9.074,4.311,0.040
0407_25_mesh_23.ply,70.119,192.054,36.214,4.547,5.142,0.021
0407_25_mesh_24.ply,51.912,196.158,31.251,11.159,4.865,0.045
0407_25_mesh_25.ply,24.273,151.550,24.772,6.948,5.655,0.040
0407_25_mesh_26.ply,93.020,165.516,19.653,3.754,3.191,0.032
0407_25_mesh_3.ply,73.638,126.126,12.563,3.874,3.903,0.024
0407_25_mesh_4.ply,92.589,169.020,20.310,3.637,3.174,0.035
0407_25_mesh_5.ply,59.197,233.165,36.905,4.756,5.362,0.025
0407_25_mesh_6.ply,44.080,267.317,49.741,16.623,3.337,0.054
0407_25_mesh_7.ply,32.547,143.595,19.817,12.742,4.774,0.010
0407_25_mesh_8.ply,1197.629,941.666,20.808,16.528,14.070,
0407_25_mesh_9.ply,54.152,250.253,46.123,10.147,6.370,0.093
