File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0403_12_mesh_1.ply,244.729,462.3,35.94,12.399,5.322,0.088
0403_12_mesh_10.ply,348.959,447.414,36.911,7.767,6.134,0.105
0403_12_mesh_11.ply,64.987,218.893,27.467,11.295,3.154,0.021
0403_12_mesh_12.ply,463.559,506.251,31.85,7.151,7.675,0.169
0403_12_mesh_13.ply,206.693,420.908,54.951,18.969,4.042,0.057
0403_12_mesh_14.ply,296.003,443.474,48.532,8.739,5.211,0.106
0403_12_mesh_15.ply,55.769,188.163,41.164,10.58,6.336,0.025
0403_12_mesh_16.ply,98.822,163.753,18.744,4.473,3.366,0.03
0403_12_mesh_17.ply,142.464,232.85,18.295,9.462,4.697,0.052
0403_12_mesh_18.ply,1212.439,790.368,15.456,15.809,12.696,
0403_12_mesh_19.ply,92.902,174.888,25.191,5.304,3.551,0.027
0403_12_mesh_2.ply,29.713,211.068,53.632,9.042,2.499,0.056
0403_12_mesh_3.ply,194.035,427.728,62.164,17.266,6.241,0.072
0403_12_mesh_4.ply,52.404,209.483,39.366,17.016,4.192,0.01
0403_12_mesh_5.ply,177.035,329.739,38.42,6.127,3.752,0.052
0403_12_mesh_6.ply,243.338,382.797,38.89,10.203,5.626,0.081
0403_12_mesh_7.ply,168.546,252.429,22.801,5.891,4.714,0.046
0403_12_mesh_8.ply,707.454,830.202,56.376,14.899,15.43,0.25
0403_12_mesh_9.ply,191.221,299.308,29.635,17.4,4.623,0.065
