File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0406_06_mesh_1.ply,64.759,190.883,32.52,9.404,3.721,0.015
0406_06_mesh_10.ply,29.582,120.999,21.27,4.78,3.327,0.013
0406_06_mesh_11.ply,69.51,115.506,9.042,6.649,3.789,0.029
0406_06_mesh_12.ply,117.675,189.521,20.551,5.192,3.199,0.031
0406_06_mesh_13.ply,38.915,92.44,13.582,3.301,2.315,0.013
0406_06_mesh_14.ply,148.335,337.62,40.314,7.138,6.215,0.038
0406_06_mesh_15.ply,58.527,127.221,13.907,8.859,3.302,0.038
0406_06_mesh_16.ply,204.62,321.241,20.497,13.934,11.717,0.066
0406_06_mesh_17.ply,69.109,121.782,14.007,5.771,3.624,0.019
0406_06_mesh_18.ply,137.169,278.082,36.425,7.585,4.229,0.032
0406_06_mesh_19.ply,46.259,87.852,8.573,3.553,3.11,0.012
0406_06_mesh_2.ply,794.717,669.906,23.115,18.865,8.423,0.263
0406_06_mesh_3.ply,43.896,135.186,25.457,4.531,3.166,0.01
0406_06_mesh_4.ply,1298.776,822.463,14.252,13.114,14.416,
0406_06_mesh_5.ply,61.182,131.643,13.992,4.203,3.515,0.016
0406_06_mesh_6.ply,57.574,112.567,12.46,5.176,2.953,0.017
0406_06_mesh_7.ply,47.903,122.881,9.658,9.569,4.707,0.017
0406_06_mesh_8.ply,255.116,266.669,14.495,9.254,9.157,0.084
0406_06_mesh_9.ply,87.065,198.498,32.045,8.573,3.593,0.018
