File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0407_26_mesh_1.ply,37.098,186.416,44.559,5.950,6.341,0.041
0407_26_mesh_10.ply,82.944,197.906,25.411,7.722,3.154,0.029
0407_26_mesh_11.ply,1186.370,778.918,13.334,13.199,14.414,
0407_26_mesh_12.ply,32.175,149.121,22.998,6.527,3.826,0.033
0407_26_mesh_13.ply,71.987,137.825,13.632,5.423,3.304,0.020
0407_26_mesh_14.ply,102.274,264.082,41.834,10.179,6.162,0.034
0407_26_mesh_15.ply,41.166,123.185,23.828,2.956,2.698,0.011
0407_26_mesh_16.ply,33.447,105.573,14.515,5.985,2.525,0.027
0407_26_mesh_17.ply,43.660,108.023,16.924,5.018,2.440,0.011
0407_26_mesh_18.ply,72.085,169.992,24.821,8.276,2.912,0.032
0407_26_mesh_19.ply,43.761,101.699,17.268,3.091,2.452,0.014
0407_26_mesh_2.ply,79.719,158.486,20.125,4.387,3.174,0.029
0407_26_mesh_20.ply,165.366,309.770,32.627,9.534,3.663,0.046
0407_26_mesh_21.ply,48.551,128.838,24.727,5.584,2.304,0.012
0407_26_mesh_22.ply,44.808,89.643,13.566,4.031,3.810,0.013
0407_26_mesh_23.ply,29.135,85.748,16.595,3.442,2.017,0.012
0407_26_mesh_3.ply,70.862,226.565,39.034,10.973,7.913,0.019
0407_26_mesh_4.ply,128.627,204.441,20.962,4.481,4.167,0.033
0407_26_mesh_5.ply,93.379,326.047,48.039,8.976,4.542,0.105
0407_26_mesh_6.ply,93.434,346.486,53.671,19.140,3.857,0.109
0407_26_mesh_7.ply,211.860,350.124,35.924,12.331,4.123,0.070
0407_26_mesh_8.ply,37.583,104.230,20.588,4.203,2.608,0.007
0407_26_mesh_9.ply,24.688,214.944,63.894,14.656,3.662,0.081
