File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0330_05_mesh_1.ply,124.010,189.445,15.932,4.789,4.175,0.052
0330_05_mesh_10.ply,129.846,261.141,35.317,4.382,4.047,0.049
0330_05_mesh_11.ply,135.273,210.626,20.757,4.326,3.612,0.050
0330_05_mesh_12.ply,68.741,141.724,16.197,3.713,2.887,0.026
0330_05_mesh_2.ply,1289.335,807.167,14.629,15.454,15.080,
0330_05_mesh_3.ply,104.622,187.905,18.330,5.180,3.920,0.046
0330_05_mesh_4.ply,77.313,186.295,28.277,4.333,3.481,0.026
0330_05_mesh_5.ply,561.050,680.922,51.762,15.920,6.022,0.184
0330_05_mesh_6.ply,101.361,170.478,17.621,5.147,3.415,0.040
0330_05_mesh_7.ply,623.547,500.011,15.858,9.875,8.007,0.207
0330_05_mesh_8.ply,239.920,333.681,26.960,10.106,5.264,0.073
0330_05_mesh_9.ply,117.855,211.651,24.384,5.632,3.687,0.050
