File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0405_06_mesh_1.ply,1168.646,816.198,34.134,13.654,8.161,0.342
0405_06_mesh_10.ply,164.512,272.499,22.35,5.502,5.609,0.068
0405_06_mesh_11.ply,402.016,510.318,38.659,10.602,7.013,0.121
0405_06_mesh_12.ply,562.345,487.16,22.993,7.828,7.081,0.192
0405_06_mesh_13.ply,1323.493,767.385,14.027,12.071,13.354,
0405_06_mesh_14.ply,130.658,267.361,16.715,8.624,3.654,0.013
0405_06_mesh_2.ply,202.814,264.858,20.469,5.774,5.265,0.065
0405_06_mesh_3.ply,387.662,583.125,54.751,13.046,4.276,0.159
0405_06_mesh_4.ply,1177.027,1147.21,58.925,33.737,18.415,0.433
0405_06_mesh_5.ply,462.174,786.261,67.137,23.647,12.174,0.195
0405_06_mesh_6.ply,470.094,704.335,50.206,17.999,11.726,0.229
0405_06_mesh_7.ply,192.04,401.272,56.595,10.525,4.184,0.057
0405_06_mesh_8.ply,638.248,778.185,35.098,25.923,7.304,0.243
0405_06_mesh_9.ply,296.309,392.301,31.297,5.671,5.018,0.093
