File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0330_06_mesh_1.ply,190.275,387.192,31.809,18.319,10.873,0.099
0330_06_mesh_10.ply,164.459,253.856,22.359,7.165,4.942,0.053
0330_06_mesh_11.ply,170.057,328.810,33.287,8.260,5.395,0.043
0330_06_mesh_12.ply,71.102,132.015,10.716,5.044,3.833,0.018
0330_06_mesh_13.ply,88.959,246.951,40.047,7.256,3.305,0.037
0330_06_mesh_14.ply,202.049,323.882,22.914,15.771,6.194,0.084
0330_06_mesh_2.ply,86.037,144.587,14.096,4.151,3.310,0.028
0330_06_mesh_3.ply,172.285,236.346,17.822,6.358,4.456,0.055
0330_06_mesh_4.ply,173.332,278.677,25.484,9.958,4.198,0.057
0330_06_mesh_5.ply,1091.048,1007.992,48.299,18.081,7.395,0.353
0330_06_mesh_6.ply,124.125,296.210,44.564,8.137,3.792,0.048
0330_06_mesh_7.ply,111.567,201.479,22.514,4.988,3.658,0.042
0330_06_mesh_8.ply,247.437,429.835,49.264,9.674,6.087,0.079
0330_06_mesh_9.ply,1307.868,824.564,15.553,14.557,13.300,
