File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0526_10_mesh_1.ply,63.345,136.665,10.615,6.712,3.414,0.017
0526_10_mesh_10.ply,14.503,75.907,8.921,4.987,1.434,0.01
0526_10_mesh_11.ply,21.146,63.416,6.365,5.833,2.546,0.012
0526_10_mesh_12.ply,1226.166,791.536,13.595,13.037,13.525,
0526_10_mesh_14.ply,2.036,53.555,9.177,5.071,1.078,0.007
0526_10_mesh_13.ply,20.146,107.652,8.728,6.936,3.972,0.015
0526_10_mesh_2.ply,24.953,123.145,13.915,5.668,1.849,0.013
0526_10_mesh_3.ply,43.518,99.505,9.597,6.449,2.384,0.011
0526_10_mesh_4.ply,32.457,154.236,10.88,7.639,3.001,0.02
0526_10_mesh_5.ply,37.153,117.336,11.491,8.999,2.362,0.013
0526_10_mesh_6.ply,24.934,88.862,7.788,7.088,2.552,0.013
0526_10_mesh_7.ply,130.253,193.305,11.762,8.009,3.98,0.027
0526_10_mesh_8.ply,26.552,120.711,11.693,6.253,2.342,0.016
0526_10_mesh_9.ply,185.024,310.27,26.477,8.25,5.733,0.049
