File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0821_06_mesh_1.ply,1570.092,7642.349,144.684,26.427,12.196,
0821_06_mesh_10.ply,5.597,325.808,22.590,10.418,3.062,
0821_06_mesh_11.ply,9.756,289.619,16.302,12.009,4.385,
0821_06_mesh_12.ply,110.779,329.944,25.910,6.716,5.780,
0821_06_mesh_13.ply,465.893,615.724,26.687,15.382,10.507,
0821_06_mesh_14.ply,104.447,352.293,42.513,5.213,3.086,
0821_06_mesh_15.ply,275.381,547.214,21.699,17.483,7.726,
0821_06_mesh_16.ply,109.159,593.610,31.730,11.025,5.650,
0821_06_mesh_17.ply,174.287,657.854,24.298,13.617,6.581,
0821_06_mesh_2.ply,15.572,548.850,25.907,13.237,3.274,
0821_06_mesh_3.ply,26.719,311.156,29.110,8.444,3.817,
0821_06_mesh_4.ply,94.945,331.618,23.311,10.440,4.310,
0821_06_mesh_5.ply,11.829,352.284,21.388,8.587,4.627,
0821_06_mesh_6.ply,118.301,387.460,27.375,9.325,6.692,
0821_06_mesh_7.ply,165.297,511.846,22.747,7.375,7.033,
0821_06_mesh_8.ply,150.310,487.340,33.286,8.814,6.374,
0821_06_mesh_9.ply,263.996,663.375,29.370,18.990,4.348,
