File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0819_06_mesh_1.ply,805.032,1089.994,40.862,15.201,10.769,
0819_06_mesh_10.ply,270.950,762.676,35.968,17.499,7.069,
0819_06_mesh_11.ply,504.948,1245.670,50.464,10.972,6.897,
0819_06_mesh_2.ply,1117.607,2236.111,69.613,21.728,16.967,
0819_06_mesh_3.ply,157.883,512.848,51.459,8.565,4.708,
0819_06_mesh_4.ply,624.226,1190.947,34.669,19.377,8.389,
0819_06_mesh_5.ply,149.892,994.317,30.852,18.078,6.238,
0819_06_mesh_6.ply,784.288,1377.936,36.942,24.250,11.835,
0819_06_mesh_7.ply,176.155,533.350,22.023,15.054,6.989,
0819_06_mesh_8.ply,261.357,843.359,38.076,19.674,10.042,
0819_06_mesh_9.ply,457.104,1760.090,51.137,24.758,13.368,
