File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0821_04_mesh_1.ply,445.150,813.358,33.137,12.859,8.100,
0821_04_mesh_10.ply,862.300,2077.442,57.352,14.879,16.402,
0821_04_mesh_11.ply,248.357,555.174,29.525,14.134,5.747,
0821_04_mesh_12.ply,352.764,750.320,16.805,17.816,15.310,
0821_04_mesh_13.ply,92.158,740.695,24.687,20.007,5.026,
0821_04_mesh_14.ply,173.131,553.024,29.028,12.230,9.886,
0821_04_mesh_15.ply,3.600,577.820,29.874,12.528,6.830,
0821_04_mesh_16.ply,95.066,441.166,16.281,14.554,8.994,
0821_04_mesh_17.ply,609.937,1046.916,21.813,14.766,13.667,
0821_04_mesh_18.ply,173.571,299.048,14.529,12.831,4.307,
0821_04_mesh_19.ply,341.709,540.419,24.421,17.180,4.786,
0821_04_mesh_2.ply,358.980,693.017,33.930,9.980,8.656,
0821_04_mesh_3.ply,964.531,1233.689,51.649,14.298,11.668,
0821_04_mesh_4.ply,291.600,547.193,24.275,12.105,4.277,
0821_04_mesh_5.ply,11.478,555.249,22.552,19.197,4.401,
0821_04_mesh_6.ply,564.843,1019.466,40.253,12.376,8.513,
0821_04_mesh_7.ply,94.055,847.252,30.363,11.385,6.561,
0821_04_mesh_8.ply,290.153,830.022,21.277,17.621,10.820,
0821_04_mesh_9.ply,192.881,445.414,25.052,10.463,5.829,
