File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0819_03_mesh_1.ply,495.662,893.530,60.254,23.081,7.605,
0819_03_mesh_10.ply,179.759,1062.102,42.292,17.138,9.624,
0819_03_mesh_2.ply,700.062,1286.112,27.550,19.354,14.391,
0819_03_mesh_3.ply,1354.699,2300.803,42.104,20.305,11.036,
0819_03_mesh_4.ply,267.149,1855.300,72.002,16.622,6.959,
0819_03_mesh_5.ply,668.217,875.084,35.898,10.503,7.882,
0819_03_mesh_6.ply,209.476,1081.266,27.501,13.374,9.395,
0819_03_mesh_7.ply,548.257,816.512,47.793,12.593,5.173,
0819_03_mesh_8.ply,693.365,1097.272,19.995,17.591,16.103,
0819_03_mesh_9.ply,574.167,830.659,28.572,17.717,6.609,
