File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0821_05_mesh_1.ply,643.267,981.905,31.633,16.338,7.575,
0821_05_mesh_10.ply,341.876,538.344,25.988,9.748,7.188,
0821_05_mesh_11.ply,113.938,346.347,22.188,9.695,3.397,
0821_05_mesh_12.ply,194.646,445.431,17.856,13.354,4.256,
0821_05_mesh_13.ply,256.410,462.138,17.629,11.999,6.036,
0821_05_mesh_14.ply,12.488,607.360,24.317,16.446,4.319,
0821_05_mesh_15.ply,205.519,437.356,17.398,15.840,4.832,
0821_05_mesh_16.ply,60.754,570.060,37.130,8.409,4.979,
0821_05_mesh_17.ply,167.187,463.166,22.926,9.053,6.856,
0821_05_mesh_18.ply,255.163,665.697,26.702,8.557,6.201,
0821_05_mesh_19.ply,240.383,529.887,20.944,16.132,5.883,
0821_05_mesh_2.ply,251.710,603.639,19.948,17.456,7.388,
0821_05_mesh_20.ply,155.503,457.460,25.506,9.317,4.893,
0821_05_mesh_21.ply,361.532,614.409,30.456,13.882,5.561,
0821_05_mesh_22.ply,141.942,431.434,25.012,9.520,4.216,
0821_05_mesh_23.ply,265.824,540.560,19.966,18.659,6.635,
0821_05_mesh_3.ply,401.341,507.848,23.057,11.334,3.378,
0821_05_mesh_4.ply,268.003,647.000,29.669,16.535,8.233,
0821_05_mesh_5.ply,154.771,451.509,22.327,12.649,5.720,
0821_05_mesh_6.ply,365.473,606.525,18.080,14.593,11.274,
0821_05_mesh_7.ply,86.665,225.362,13.900,9.090,3.619,
0821_05_mesh_8.ply,166.353,469.578,17.970,15.534,5.958,
0821_05_mesh_9.ply,60.570,584.635,29.339,10.294,6.226,
