File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
S32e_mesh_1.ply,127.661,882.342,49.505,19.260,5.693,
S32e_mesh_10.ply,279.584,682.274,43.195,11.780,6.218,
S32e_mesh_11.ply,257.077,1145.698,61.265,15.379,8.999,
S32e_mesh_2.ply,366.128,580.129,48.382,9.176,11.347,
S32e_mesh_3.ply,837.787,1130.092,58.421,13.333,6.063,
S32e_mesh_4.ply,910.095,1820.719,89.352,13.783,14.541,
S32e_mesh_5.ply,589.320,1095.102,51.123,14.224,13.916,
S32e_mesh_6.ply,3370.696,2972.714,90.161,23.732,13.469,
S32e_mesh_7.ply,344.760,923.956,41.788,16.786,4.127,
S32e_mesh_8.ply,647.633,691.126,20.097,17.240,15.154,
S32e_mesh_9.ply,962.506,1329.153,61.255,13.253,15.339,
