File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
S16e_mesh_1.ply,373.144,840.170,65.540,9.545,6.226,
S16e_mesh_10.ply,278.991,694.691,34.253,12.746,4.858,
S16e_mesh_11.ply,239.947,502.308,42.337,8.082,7.215,
S16e_mesh_2.ply,342.541,709.786,48.940,9.323,4.805,
S16e_mesh_3.ply,527.864,628.002,30.901,11.549,5.862,
S16e_mesh_4.ply,286.570,366.492,21.119,9.234,4.174,
S16e_mesh_5.ply,408.259,678.846,29.645,13.560,7.180,
S16e_mesh_6.ply,1747.896,2686.879,93.604,27.372,19.604,
S16e_mesh_7.ply,340.279,1038.828,43.318,14.918,7.129,
S16e_mesh_8.ply,1726.327,2566.577,96.713,19.321,13.022,
S16e_mesh_9.ply,2.155,52.798,11.508,4.010,1.017,
