File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
S7e_mesh_1.ply,337.853,969.027,43.908,24.508,10.780,
S7e_mesh_10.ply,531.531,769.182,42.093,10.393,7.879,
S7e_mesh_11.ply,376.804,857.103,56.853,11.784,21.101,
S7e_mesh_2.ply,550.297,966.942,65.748,15.354,6.583,
S7e_mesh_3.ply,576.002,1072.629,74.468,20.759,9.206,
S7e_mesh_4.ply,400.104,845.072,55.059,11.688,5.548,
S7e_mesh_5.ply,482.767,712.139,40.710,11.814,8.857,
S7e_mesh_6.ply,969.730,1407.686,82.790,34.540,7.734,
S7e_mesh_7.ply,198.321,533.966,31.632,10.133,5.583,
S7e_mesh_8.ply,656.973,1134.442,48.528,16.679,5.828,
S7e_mesh_9.ply,557.735,1001.833,65.041,11.605,7.688,
