File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_06_mesh_1.ply,664.859,674.641,42.154,10.719,6.905,
0825_06_mesh_10.ply,144.669,226.526,19.097,5.354,4.131,
0825_06_mesh_11.ply,159.880,331.697,16.005,12.736,3.853,
0825_06_mesh_12.ply,189.354,627.649,19.530,10.625,10.197,
0825_06_mesh_13.ply,245.832,555.686,28.297,14.604,3.496,
0825_06_mesh_14.ply,164.222,472.725,35.423,10.083,6.966,
0825_06_mesh_15.ply,217.253,519.951,20.778,16.700,5.685,
0825_06_mesh_16.ply,218.370,360.058,20.020,11.759,4.108,
0825_06_mesh_17.ply,698.894,1088.207,44.110,12.454,9.286,
0825_06_mesh_18.ply,269.534,580.992,23.936,15.198,4.026,
0825_06_mesh_19.ply,176.244,448.863,21.419,7.542,6.006,
0825_06_mesh_2.ply,149.239,607.697,27.881,12.276,3.640,
0825_06_mesh_3.ply,139.917,478.729,30.437,8.390,7.266,
0825_06_mesh_4.ply,54.957,222.607,18.176,7.826,1.588,
0825_06_mesh_5.ply,312.623,880.257,54.772,10.711,11.238,
0825_06_mesh_6.ply,184.462,492.083,21.914,8.532,6.520,
0825_06_mesh_7.ply,54.872,180.568,11.610,10.935,1.965,
0825_06_mesh_8.ply,73.931,278.024,17.418,10.130,2.586,
0825_06_mesh_9.ply,290.668,781.202,41.438,13.252,11.236,
