File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0823_02_mesh_1.ply,468.060,818.204,24.297,24.745,5.737,
0823_02_mesh_10.ply,336.709,800.368,18.023,16.079,9.866,
0823_02_mesh_2.ply,420.906,1326.036,53.057,12.771,8.962,
0823_02_mesh_3.ply,28.028,1528.946,67.607,11.654,10.148,
0823_02_mesh_4.ply,658.727,1666.874,51.765,17.820,10.969,
0823_02_mesh_5.ply,14.053,675.373,21.484,16.762,7.376,
0823_02_mesh_6.ply,218.898,1121.260,77.859,10.682,9.066,
0823_02_mesh_7.ply,1184.784,3288.219,84.485,19.726,18.849,
0823_02_mesh_8.ply,379.257,3632.783,66.601,34.250,17.448,
0823_02_mesh_9.ply,147.140,628.660,31.350,16.386,7.798,
