File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_13_mesh_1.ply,109.167,245.339,13.622,9.552,3.633,
0825_13_mesh_10.ply,53.578,241.175,15.472,8.434,2.235,
0825_13_mesh_11.ply,168.007,846.422,45.094,21.306,4.952,
0825_13_mesh_12.ply,80.289,309.331,22.344,8.338,1.828,
0825_13_mesh_13.ply,38.563,263.903,22.259,7.348,2.490,
0825_13_mesh_14.ply,26.527,236.729,14.662,9.684,2.536,
0825_13_mesh_15.ply,35.740,422.373,21.925,12.650,1.740,
0825_13_mesh_16.ply,34.304,273.436,22.569,8.988,2.412,
0825_13_mesh_17.ply,106.310,249.703,16.791,9.707,3.820,
0825_13_mesh_18.ply,145.456,369.504,25.013,8.434,3.861,
0825_13_mesh_19.ply,169.162,396.197,22.523,10.492,2.496,
0825_13_mesh_2.ply,97.968,229.631,14.555,10.133,2.301,
0825_13_mesh_20.ply,170.701,438.016,27.985,8.667,3.384,
0825_13_mesh_21.ply,39.624,219.920,13.570,11.390,3.124,
0825_13_mesh_22.ply,23.945,115.434,15.081,5.784,1.232,
0825_13_mesh_23.ply,63.917,375.631,20.503,10.880,3.011,
0825_13_mesh_24.ply,155.609,333.005,18.886,13.499,3.399,
0825_13_mesh_25.ply,80.787,402.702,20.478,15.531,2.296,
0825_13_mesh_26.ply,36.829,221.328,21.472,7.212,2.849,
0825_13_mesh_27.ply,158.311,281.709,14.019,11.481,2.841,
0825_13_mesh_28.ply,81.091,219.870,16.242,9.387,5.191,
0825_13_mesh_29.ply,55.858,239.746,21.710,9.791,1.288,
0825_13_mesh_3.ply,79.655,242.387,21.294,6.877,2.540,
0825_13_mesh_4.ply,134.876,214.680,15.849,7.326,2.999,
0825_13_mesh_5.ply,46.551,270.829,15.156,13.315,2.234,
0825_13_mesh_6.ply,86.086,632.410,24.241,16.641,5.780,
0825_13_mesh_7.ply,271.419,425.792,21.297,13.678,4.419,
0825_13_mesh_8.ply,89.444,181.842,13.794,7.378,3.835,
0825_13_mesh_9.ply,61.456,252.986,13.062,9.486,4.658,
