File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_12_mesh_1.ply,25.610,444.464,34.900,8.887,3.431,
0825_12_mesh_10.ply,93.574,323.732,20.872,10.362,4.379,
0825_12_mesh_11.ply,232.693,420.570,23.557,10.242,4.190,
0825_12_mesh_12.ply,212.652,807.349,32.523,9.914,7.520,
0825_12_mesh_13.ply,109.780,524.562,36.857,11.325,4.335,
0825_12_mesh_14.ply,179.310,443.912,18.101,16.464,4.648,
0825_12_mesh_15.ply,52.644,288.245,17.554,10.260,2.230,
0825_12_mesh_16.ply,13.091,343.553,22.150,14.393,3.158,
0825_12_mesh_17.ply,485.484,663.394,36.931,10.304,8.699,
0825_12_mesh_18.ply,58.303,860.875,38.209,14.611,4.393,
0825_12_mesh_19.ply,22.860,195.593,14.692,13.389,2.657,
0825_12_mesh_2.ply,85.658,469.867,23.308,11.098,5.633,
0825_12_mesh_20.ply,297.918,585.609,29.981,10.051,5.287,
0825_12_mesh_21.ply,50.230,378.807,33.567,5.971,4.060,
0825_12_mesh_22.ply,10.944,460.004,32.778,9.571,4.874,
0825_12_mesh_3.ply,54.301,306.732,18.826,11.654,3.181,
0825_12_mesh_4.ply,186.764,582.573,33.867,9.795,5.837,
0825_12_mesh_5.ply,14.759,358.498,19.460,10.715,4.886,
0825_12_mesh_6.ply,41.626,341.050,18.542,10.356,5.092,
0825_12_mesh_7.ply,74.164,913.710,47.110,13.213,3.218,
0825_12_mesh_8.ply,33.715,431.733,28.062,9.127,4.564,
0825_12_mesh_9.ply,4.740,555.841,25.008,12.802,3.546,
