File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0405_11_mesh_1.ply,799.82,899.773,41.027,34.647,10.548,0.342
0405_11_mesh_10.ply,184.27,235.17,20.635,6.088,6.66,0.058
0405_11_mesh_11.ply,321.058,371.684,15.092,16.899,7.607,0.093
0405_11_mesh_12.ply,113.812,237.682,26.497,4.108,4.356,0.043
0405_11_mesh_13.ply,186.401,292.932,29.079,10.176,4.601,0.056
0405_11_mesh_14.ply,522.181,520.92,30.195,10.392,5.844,0.13
0405_11_mesh_15.ply,195.639,285.417,28.821,5.532,4.226,0.056
0405_11_mesh_16.ply,185.908,245.801,18.462,4.738,5.567,0.049
0405_11_mesh_17.ply,615.781,543.06,18.579,17.702,9.756,0.223
0405_11_mesh_18.ply,283.188,417.372,32.732,17.336,6.508,0.084
0405_11_mesh_19.ply,79.993,200.864,24.564,5.884,3.201,0.037
0405_11_mesh_2.ply,1235.787,1199.297,53.747,22.506,21.314,0.383
0405_11_mesh_20.ply,297.696,410.146,35.729,6.481,5.812,0.071
0405_11_mesh_21.ply,102.589,295.239,34.156,5.963,4.189,0.046
0405_11_mesh_3.ply,192.999,358.534,34.491,19.029,4.798,0.158
0405_11_mesh_4.ply,1307.422,780.772,15.072,14.148,13.276,
0405_11_mesh_5.ply,192.322,271.704,22.664,4.943,4.68,0.053
0405_11_mesh_6.ply,428.846,626.695,49.701,18.88,6.983,0.134
0405_11_mesh_7.ply,255.235,373.426,25.389,16.506,7.05,0.088
0405_11_mesh_8.ply,264.963,355.612,31.323,8.444,6.566,0.067
0405_11_mesh_9.ply,395.976,451.42,29.158,11.646,8.826,0.127
