File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0403_16_mesh_1.ply,97.003,227.001,29.900,8.178,8.274,0.038
0403_16_mesh_10.ply,130.530,261.534,24.006,6.082,4.670,0.048
0403_16_mesh_11.ply,207.004,322.182,34.043,7.279,3.924,0.069
0403_16_mesh_12.ply,39.753,95.588,15.874,2.514,2.254,0.007
0403_16_mesh_13.ply,169.538,282.078,25.418,5.791,4.148,0.058
0403_16_mesh_14.ply,331.366,656.168,65.364,30.085,4.717,0.105
0403_16_mesh_15.ply,31.222,100.571,20.694,4.937,2.558,0.008
0403_16_mesh_16.ply,115.442,271.094,36.083,8.592,4.109,0.028
0403_16_mesh_17.ply,140.642,337.103,46.750,9.036,4.934,0.043
0403_16_mesh_18.ply,113.838,246.369,35.901,6.370,3.275,0.030
0403_16_mesh_2.ply,1348.648,802.088,14.496,15.360,14.403,
0403_16_mesh_3.ply,269.230,561.100,76.262,15.196,4.558,0.084
0403_16_mesh_4.ply,73.487,129.400,11.384,4.882,4.024,0.042
0403_16_mesh_5.ply,76.136,183.706,21.657,16.015,3.953,0.021
0403_16_mesh_6.ply,73.214,219.105,33.832,6.118,6.411,0.018
0403_16_mesh_7.ply,14.157,112.502,21.984,3.640,3.397,0.015
0403_16_mesh_8.ply,63.776,159.224,16.747,9.978,3.143,0.020
0403_16_mesh_9.ply,78.364,163.569,13.356,11.192,4.306,0.036
