File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0405_10_mesh_1.ply,1152.868,816.814,15.089,13.295,14.081,
0405_10_mesh_10.ply,213.551,343.16,29.634,10.098,6.679,0.103
0405_10_mesh_11.ply,238.807,471.866,34.198,10.793,8.143,0.089
0405_10_mesh_12.ply,504.349,741.333,54.997,12.385,6.279,0.144
0405_10_mesh_13.ply,163.845,238.335,15.963,5.894,4.478,0.049
0405_10_mesh_14.ply,101.334,310.335,39.851,6.143,8.722,0.037
0405_10_mesh_15.ply,232.178,376.418,33.053,6.876,4.685,0.075
0405_10_mesh_2.ply,857.172,1175.12,68.12,19.845,9.847,0.532
0405_10_mesh_3.ply,213.767,558.217,44.688,10.088,4.569,0.078
0405_10_mesh_4.ply,209.731,373.549,28.5,7.291,5.061,0.074
0405_10_mesh_5.ply,1038.318,1037.045,55.275,13.845,7.982,0.306
0405_10_mesh_6.ply,1134.278,1717.58,78.295,34.002,30.676,0.572
0405_10_mesh_7.ply,1723.725,1737.037,83.665,29.821,10.594,0.852
0405_10_mesh_8.ply,367.201,511.783,34.674,8.546,5.025,0.097
0405_10_mesh_9.ply,799.866,1071.55,78.911,11.399,6.791,0.246
