File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0403_14_mesh_1.ply,1850.997,1226.38,56.251,11.064,8.58,0.494
0403_14_mesh_10.ply,141.615,196.582,15.911,4.817,4.379,0.035
0403_14_mesh_11.ply,1275.452,716.33,14.747,12.247,13.979,
0403_14_mesh_2.ply,968.083,1342.771,115.984,14.825,6.863,0.801
0403_14_mesh_3.ply,6208.234,3469.319,122.221,24.435,10.497,3.463
0403_14_mesh_4.ply,430.814,416.151,22.86,9.426,6.901,0.162
0403_14_mesh_5.ply,1115.238,877.723,41.351,8.639,7.385,0.303
0403_14_mesh_6.ply,725.802,623.465,35.539,13.058,7.331,0.275
0403_14_mesh_7.ply,224.845,473.69,55.788,11.56,5.367,0.072
0403_14_mesh_8.ply,1788.217,1262.592,55.899,13.718,8.201,0.435
0403_14_mesh_9.ply,454.758,491.734,30.561,9.431,5.895,0.086
