File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0404_08_mesh_1.ply,1118.871,1690.903,132.851,57.269,12.929,0.627
0404_08_mesh_10.ply,224.399,249.336,17.501,7.373,6.006,0.078
0404_08_mesh_11.ply,72.574,145.716,18.338,7.212,4.431,0.039
0404_08_mesh_2.ply,261.473,508.446,68.077,15.129,9.039,0.08
0404_08_mesh_3.ply,672.254,1219.338,114.315,37.958,23.29,0.213
0404_08_mesh_4.ply,59.787,126.689,16.573,4.179,2.788,0.021
0404_08_mesh_5.ply,1301.402,778.629,14.78,14.111,13.856,
0404_08_mesh_6.ply,510.339,771.67,77.64,23.128,7.443,0.136
0404_08_mesh_7.ply,161.871,263.665,28.624,9.098,4.504,0.048
0404_08_mesh_8.ply,444.736,520.845,38.532,9.961,4.889,0.163
0404_08_mesh_9.ply,51.076,119.529,13.54,4.122,2.876,0.017
