File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0406_10_mesh_1.ply,1727.344,1364.376,62.757,22.683,7.038,0.744
0406_10_mesh_10.ply,498.034,481.317,22.216,13.484,6.499,0.161
0406_10_mesh_11.ply,566.487,481.9,22.837,12.442,7.262,0.195
0406_10_mesh_2.ply,1159.675,732.274,15.52,12.907,13.586,
0406_10_mesh_3.ply,2064.137,1491.681,48.568,28.723,19.434,1.028
0406_10_mesh_4.ply,10728.224,4606.007,119.42,34.188,17.964,5.206
0406_10_mesh_5.ply,98.405,169.246,16.61,4.735,3.676,0.038
0406_10_mesh_6.ply,715.641,625.803,34.318,7.785,7.311,0.222
0406_10_mesh_7.ply,1143.789,791.091,34.594,9.107,7.642,0.394
0406_10_mesh_8.ply,902.774,731.223,38.288,7.809,7.215,0.274
0406_10_mesh_9.ply,1225.64,909.19,40.179,16.386,8.694,0.607
