File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0404_06_mesh_1.ply,152.610,231.960,15.818,5.698,5.114,0.047,0.225
0404_06_mesh_10.ply,215.393,244.531,15.607,8.018,5.601,0.051
0404_06_mesh_11.ply,1309.727,891.857,14.689,17.808,14.509,
0404_06_mesh_12.ply,1216.137,1012.993,34.636,14.417,9.187,0.380
0404_06_mesh_13.ply,180.965,220.904,9.650,9.003,7.648,0.054
0404_06_mesh_14.ply,203.151,301.343,24.344,5.793,4.364,0.064
0404_06_mesh_15.ply,441.119,502.542,24.897,17.898,8.986,0.177
0404_06_mesh_16.ply,420.816,450.840,17.803,18.702,5.056,0.143
0404_06_mesh_17.ply,166.120,209.100,11.987,8.575,5.664,0.043
0404_06_mesh_18.ply,181.453,243.533,20.255,5.139,4.941,0.059
0404_06_mesh_19.ply,591.878,502.476,23.054,7.799,7.730,0.156
0404_06_mesh_2.ply,748.360,636.683,35.288,9.505,7.185,0.228
0404_06_mesh_20.ply,150.206,189.367,11.604,6.169,5.345,0.044
0404_06_mesh_21.ply,431.117,448.368,30.461,7.014,5.223,0.150
0404_06_mesh_3.ply,1192.975,1246.227,58.179,39.484,10.049,0.587
0404_06_mesh_4.ply,307.994,456.773,34.897,12.847,8.580,0.096
0404_06_mesh_5.ply,392.563,529.790,45.542,12.692,9.331,0.129
0404_06_mesh_6.ply,78.589,149.508,15.153,5.405,3.444,0.031
0404_06_mesh_7.ply,68.807,188.460,33.789,5.534,4.319,0.035
0404_06_mesh_8.ply,468.703,779.983,80.781,24.511,9.333,0.217
0404_06_mesh_9.ply,290.185,386.782,31.403,11.768,5.453,0.086
