File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0408_01_mesh_1.ply,687.665,607.655,26.784,15.929,7.167,0.208
0408_01_mesh_10.ply,3755.592,2169.587,53.605,40.662,9.921,1.065
0408_01_mesh_11.ply,2801.322,1405.286,42.818,13.421,10.354,0.755
0408_01_mesh_12.ply,706.111,583.327,31.209,9.447,6.962,0.213
0408_01_mesh_13.ply,281.459,276.831,16.479,6.138,5.811,0.098
0408_01_mesh_2.ply,317.308,374.399,29.278,8.406,4.409,0.089
0408_01_mesh_3.ply,715.679,673.138,40.747,11.86,6.256,0.447
0408_01_mesh_4.ply,686.054,608.139,31.282,14.872,7.88,0.259
0408_01_mesh_5.ply,736.167,687.097,37.221,7.647,7.897,0.253
0408_01_mesh_6.ply,8584.256,3600.022,81.54,31.035,16.358,4.837
0408_01_mesh_7.ply,1447.007,822.614,33.05,12.582,10.345,0.485
0408_01_mesh_8.ply,1498.203,1143.63,44.364,30.122,8.291,0.447
0408_01_mesh_9.ply,1205.384,819.619,16.243,13.296,14.048,
