File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0407_20_mesh_1.ply,64.694,129.495,16.013,4.505,3.591,0.022
0407_20_mesh_10.ply,6.61,147.316,11.866,7.39,2.071,0.008
0407_20_mesh_11.ply,35.534,120.474,17.381,5.419,3.825,0.01
0407_20_mesh_12.ply,64.333,133.913,13.643,4.888,4.007,0.022
0407_20_mesh_13.ply,1475.986,699.783,12.579,12.413,13.118,
0407_20_mesh_14.ply,84.165,164.038,13.726,8.578,4.21,0.022
0407_20_mesh_15.ply,91.966,190.837,22.233,7.092,4.033,0.021
0407_20_mesh_16.ply,18.399,166.751,28.772,4.152,2.694,0.023
0407_20_mesh_17.ply,219.131,250.432,11.685,12.823,6.007,0.067
0407_20_mesh_18.ply,127.058,292.681,47.276,5.096,4.976,0.032
0407_20_mesh_19.ply,33.274,78.887,12.834,2.497,2.537,0.006
0407_20_mesh_2.ply,58.465,217.965,39.646,6.339,3.537,0.014
0407_20_mesh_20.ply,62.535,104.05,11.43,3.656,3.776,0.016
0407_20_mesh_21.ply,34.753,97.506,17.047,4.752,2.369,0.007
0407_20_mesh_22.ply,65.491,185.077,28.834,9.316,3.501,0.014
0407_20_mesh_23.ply,132.098,199.426,12.52,12.347,4.894,0.039
0407_20_mesh_24.ply,79.415,165.203,22.46,4.417,3.292,0.021
0407_20_mesh_25.ply,43.92,101.895,16.519,4.102,3.143,0.012
0407_20_mesh_26.ply,109.755,155.199,15.151,4.069,3.913,0.024
0407_20_mesh_27.ply,51.358,108.113,12.7,4.174,3.044,0.018
0407_20_mesh_28.ply,41.826,101.364,13.704,5.814,3.272,0.014
0407_20_mesh_3.ply,30.227,79.78,10.034,5.043,3.132,0.007
0407_20_mesh_4.ply,41.235,78.867,7.392,5.415,3.468,0.015
0407_20_mesh_5.ply,34.691,152.281,21.965,9.931,4.04,0.065
0407_20_mesh_6.ply,90.879,215.087,18.861,10.305,5.954,0.028
0407_20_mesh_7.ply,65.215,144.39,20.859,7.501,2.907,0.02
0407_20_mesh_8.ply,88.015,138.623,14.001,4.756,3.716,0.022
0407_20_mesh_9.ply,92.383,223.371,35.502,7.666,9.256,0.029
