File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0407_19_mesh_1.ply,56.838,323.952,18.815,10.633,6.192,0.027
0407_19_mesh_10.ply,79.705,198.164,29.678,5.813,3.697,0.027
0407_19_mesh_11.ply,224.050,288.379,20.024,6.171,4.960,0.071
0407_19_mesh_12.ply,268.854,410.326,42.542,6.095,7.055,0.126
0407_19_mesh_13.ply,100.233,268.178,33.396,12.546,5.578,0.035
0407_19_mesh_14.ply,114.429,274.009,30.094,10.301,4.586,0.033
0407_19_mesh_15.ply,64.264,133.566,17.127,3.508,2.891,0.015
0407_19_mesh_16.ply,100.790,240.090,25.662,7.777,6.241,0.037
0407_19_mesh_17.ply,106.268,291.170,34.898,7.777,6.455,0.028
0407_19_mesh_18.ply,537.596,621.755,35.099,15.126,11.241,0.157
0407_19_mesh_19.ply,261.054,584.883,71.949,18.403,4.625,0.055
0407_19_mesh_2.ply,67.639,149.687,13.096,7.911,3.102,0.007
0407_19_mesh_20.ply,1253.356,761.298,14.755,14.979,13.673,
0407_19_mesh_21.ply,60.402,203.187,24.819,17.509,3.418,0.034
0407_19_mesh_22.ply,344.881,410.326,28.149,13.740,4.871,0.095
0407_19_mesh_23.ply,107.806,214.374,24.861,6.323,3.487,0.023
0407_19_mesh_3.ply,96.695,220.199,32.896,6.986,6.984,0.028
0407_19_mesh_4.ply,45.020,246.467,46.466,15.430,4.483,0.049
0407_19_mesh_5.ply,248.250,459.280,56.417,10.480,4.957,0.067
0407_19_mesh_6.ply,160.312,228.533,14.505,10.404,4.794,0.024
0407_19_mesh_7.ply,-2.958,251.772,14.632,9.610,4.717,0.023
0407_19_mesh_8.ply,69.585,124.702,12.487,4.829,3.720,0.021
0407_19_mesh_9.ply,182.533,278.896,28.563,5.673,4.373,0.050
