File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0408_12_mesh_1.ply,755.602,920.415,70.361,17.357,9.139,0.245
0408_12_mesh_10.ply,72.769,152.072,21.049,3.706,3.272,0.017
0408_12_mesh_11.ply,210.772,319.406,33.043,9.891,4.124,0.053
0408_12_mesh_12.ply,245.913,260.051,12.543,7.356,6.278,0.059
0408_12_mesh_13.ply,187.463,215.885,15.569,5.516,4.769,0.046
0408_12_mesh_14.ply,36.429,165.566,12.693,7.252,1.952,0.023
0408_12_mesh_15.ply,540.253,745.167,60.755,23.011,6.016,0.152
0408_12_mesh_16.ply,1278.506,747.968,14.761,13.693,13.407,
0408_12_mesh_17.ply,137.303,234.433,25.883,5.688,3.565,0.037
0408_12_mesh_18.ply,201.126,461.453,57.212,18.278,6.568,0.132
0408_12_mesh_19.ply,138.868,199.829,18.951,4.132,4.191,0.036
0408_12_mesh_2.ply,423.969,445.273,17.851,18.525,7.348,0.122
0408_12_mesh_20.ply,643.458,705.291,27.513,26.858,11.058,0.092
0408_12_mesh_21.ply,327.494,360.329,22.100,13.750,7.362,0.097
0408_12_mesh_22.ply,374.164,443.686,24.619,12.302,6.351,0.106
0408_12_mesh_23.ply,268.319,301.018,19.276,6.937,5.665,0.065
0408_12_mesh_3.ply,63.920,230.350,16.967,11.019,4.434,0.030
0408_12_mesh_4.ply,89.907,312.400,17.480,11.731,4.617,0.044
0408_12_mesh_5.ply,316.982,346.710,23.161,8.666,5.549,0.079
0408_12_mesh_6.ply,200.624,362.097,45.903,6.972,4.672,0.091
0408_12_mesh_7.ply,197.644,260.034,23.096,5.348,4.752,0.053
0408_12_mesh_8.ply,70.102,212.222,16.101,7.629,2.587,0.035
0408_12_mesh_9.ply,44.667,185.837,19.229,10.249,3.518,0.030
