File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_13_mesh_1.ply,142.302,589.082,25.841,19.348,4.609,
0825_13_mesh_10.ply,117.841,644.870,30.558,13.169,3.284,
0825_13_mesh_11.ply,138.565,297.258,17.828,8.286,8.534,
0825_13_mesh_12.ply,237.069,315.978,17.204,11.759,3.411,
0825_13_mesh_13.ply,118.689,334.193,19.617,10.203,1.851,
0825_13_mesh_14.ply,140.100,545.841,27.992,14.576,6.096,
0825_13_mesh_15.ply,87.912,400.752,22.471,12.527,5.704,
0825_13_mesh_16.ply,162.923,405.184,21.357,9.986,2.458,
0825_13_mesh_17.ply,151.200,313.624,17.034,13.449,2.141,
0825_13_mesh_18.ply,178.579,440.381,15.149,16.085,7.649,
0825_13_mesh_19.ply,150.689,583.743,23.827,15.185,3.984,
0825_13_mesh_2.ply,42.651,281.054,20.171,8.239,2.860,
0825_13_mesh_20.ply,307.400,508.933,25.458,17.483,5.656,
0825_13_mesh_21.ply,316.889,392.124,16.571,13.941,4.022,
0825_13_mesh_22.ply,134.025,569.052,22.733,16.662,5.246,
0825_13_mesh_23.ply,112.570,253.814,14.534,9.277,3.126,
0825_13_mesh_24.ply,1.623,18.622,7.519,2.260,0.501,
0825_13_mesh_3.ply,220.463,301.874,17.491,10.238,5.302,
0825_13_mesh_4.ply,112.360,313.461,20.792,10.211,4.202,
0825_13_mesh_5.ply,216.851,738.126,25.523,16.309,8.383,
0825_13_mesh_6.ply,169.934,452.438,26.583,14.213,3.981,
0825_13_mesh_7.ply,1.601,368.419,23.723,9.994,2.781,
0825_13_mesh_8.ply,136.659,519.027,23.813,10.835,6.596,
0825_13_mesh_9.ply,56.978,400.114,23.634,10.695,4.171,
