File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_05_mesh_1.ply,1488.432,1441.115,47.246,16.045,6.006,
0825_05_mesh_10.ply,507.629,1569.764,55.136,10.908,8.314,
0825_05_mesh_11.ply,251.276,753.998,17.892,21.924,11.434,
0825_05_mesh_12.ply,201.314,670.912,32.712,9.671,5.394,
0825_05_mesh_13.ply,358.268,1548.263,43.713,29.592,11.085,
0825_05_mesh_2.ply,152.546,729.136,19.898,19.243,6.373,
0825_05_mesh_3.ply,984.248,1793.387,51.113,16.636,9.834,
0825_05_mesh_4.ply,546.077,2051.581,69.258,18.747,16.000,
0825_05_mesh_5.ply,151.786,1098.788,27.358,17.726,8.129,
0825_05_mesh_6.ply,361.669,660.463,25.652,19.245,4.123,
0825_05_mesh_7.ply,1319.071,2313.808,65.541,15.760,14.748,
0825_05_mesh_8.ply,202.484,680.888,19.113,15.012,10.049,
0825_05_mesh_9.ply,161.814,1016.931,35.342,17.484,6.294,
