File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_14_mesh_1.ply,59.518,220.858,22.955,7.870,1.723,
0825_14_mesh_10.ply,94.556,343.454,18.278,13.643,3.650,
0825_14_mesh_11.ply,343.749,1187.887,59.825,28.227,7.963,
0825_14_mesh_12.ply,66.663,317.991,18.224,9.719,6.528,
0825_14_mesh_13.ply,43.970,239.772,13.707,9.368,3.700,
0825_14_mesh_14.ply,164.370,341.456,19.700,12.210,6.872,
0825_14_mesh_15.ply,122.269,281.693,21.810,9.643,2.951,
0825_14_mesh_16.ply,79.355,343.119,17.213,11.536,5.132,
0825_14_mesh_17.ply,106.874,423.701,20.457,10.551,10.087,
0825_14_mesh_18.ply,58.568,175.714,11.887,9.495,4.288,
0825_14_mesh_19.ply,70.730,422.266,15.599,16.129,6.579,
0825_14_mesh_2.ply,36.828,202.516,12.744,9.020,3.309,
0825_14_mesh_3.ply,676.085,1843.913,54.081,33.148,5.913,
0825_14_mesh_4.ply,63.314,328.234,21.843,8.208,4.360,
0825_14_mesh_5.ply,3.227,261.728,18.210,9.465,1.555,
0825_14_mesh_6.ply,49.122,180.664,13.643,8.530,2.776,
0825_14_mesh_7.ply,196.558,323.331,15.179,14.036,3.047,
0825_14_mesh_8.ply,105.852,270.840,14.813,9.048,6.481,
0825_14_mesh_9.ply,48.032,358.529,20.560,10.617,2.970,
