File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_07_mesh_1.ply,337.824,991.133,30.191,15.383,9.322,
0825_07_mesh_10.ply,308.813,1006.844,47.762,12.546,7.423,
0825_07_mesh_11.ply,44.818,1154.888,32.867,24.602,5.211,
0825_07_mesh_12.ply,108.224,387.309,31.524,8.620,2.985,
0825_07_mesh_13.ply,523.791,923.024,24.270,11.689,10.981,
0825_07_mesh_14.ply,325.313,658.340,23.246,13.800,11.830,
0825_07_mesh_15.ply,129.458,318.378,16.595,9.231,4.693,
0825_07_mesh_16.ply,122.860,407.018,18.287,12.516,8.378,
0825_07_mesh_2.ply,157.114,491.185,28.391,9.857,5.108,
0825_07_mesh_3.ply,416.384,1015.393,38.384,16.590,8.291,
0825_07_mesh_4.ply,269.038,1061.973,43.201,15.745,7.313,
0825_07_mesh_5.ply,126.972,763.082,36.039,15.639,5.432,
0825_07_mesh_6.ply,474.307,869.063,27.164,14.069,9.242,
0825_07_mesh_7.ply,336.423,796.649,45.440,7.690,6.749,
0825_07_mesh_8.ply,118.922,842.886,29.561,19.829,5.395,
0825_07_mesh_9.ply,27.636,182.044,13.805,6.120,3.126,
