File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0825_08_mesh_1.ply,185.865,2031.692,45.361,30.982,11.117,
0825_08_mesh_10.ply,234.175,784.779,25.911,15.554,8.493,
0825_08_mesh_11.ply,46.817,412.882,24.703,14.528,4.516,
0825_08_mesh_2.ply,79.671,823.692,34.087,12.108,6.121,
0825_08_mesh_3.ply,99.882,466.690,41.122,11.852,8.008,
0825_08_mesh_4.ply,5108.262,5973.560,116.158,24.567,24.996,
0825_08_mesh_5.ply,595.538,1365.562,30.999,23.079,14.648,
0825_08_mesh_6.ply,331.782,1353.619,38.127,21.156,10.245,
0825_08_mesh_7.ply,302.460,623.415,14.823,15.792,13.091,
0825_08_mesh_8.ply,107.817,558.874,34.975,8.106,7.150,
0825_08_mesh_9.ply,363.191,959.219,31.156,10.500,7.944,
