File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_03_mesh_1.ply,400.874,768.445,32.644,14.318,7.945,
0824_03_mesh_10.ply,1128.544,912.596,32.217,13.653,7.474,
0824_03_mesh_11.ply,785.646,940.828,37.258,12.000,8.579,
0824_03_mesh_2.ply,85.190,1006.833,42.155,9.933,6.944,
0824_03_mesh_3.ply,24.319,557.145,25.553,12.353,4.377,
0824_03_mesh_4.ply,973.197,1021.829,29.910,25.367,5.324,
0824_03_mesh_5.ply,645.014,652.715,28.585,13.862,4.845,
0824_03_mesh_6.ply,3784.111,3718.216,153.973,21.920,14.372,
0824_03_mesh_7.ply,1630.550,1575.661,75.665,19.338,12.848,
0824_03_mesh_8.ply,431.133,686.379,44.024,10.261,7.538,
0824_03_mesh_9.ply,1467.685,1982.471,42.801,30.732,6.519,
