File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0823_05_mesh_1.ply,455.231,673.187,27.920,13.803,7.405,
0823_05_mesh_10.ply,254.411,746.489,40.478,10.617,4.479,
0823_05_mesh_11.ply,76.155,805.890,47.257,12.112,3.435,
0823_05_mesh_12.ply,85.780,279.125,25.096,7.476,4.153,
0823_05_mesh_13.ply,144.155,635.299,34.738,14.351,5.053,
0823_05_mesh_14.ply,297.886,493.194,19.042,15.592,4.966,
0823_05_mesh_15.ply,106.845,483.268,34.480,7.821,2.283,
0823_05_mesh_16.ply,358.107,494.237,28.870,10.160,5.238,
0823_05_mesh_2.ply,47.599,732.263,34.997,11.942,4.224,
0823_05_mesh_3.ply,370.217,541.540,42.250,7.304,4.032,
0823_05_mesh_4.ply,448.517,929.189,44.277,17.748,9.818,
0823_05_mesh_5.ply,409.519,807.127,35.911,12.467,5.565,
0823_05_mesh_6.ply,82.388,531.999,24.014,15.332,4.534,
0823_05_mesh_7.ply,227.639,764.081,32.608,12.828,6.808,
0823_05_mesh_8.ply,145.873,600.660,23.738,16.373,4.027,
0823_05_mesh_9.ply,553.306,1112.358,55.766,10.675,8.979,
