File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0823_04_mesh_1.ply,672.115,869.058,46.121,11.935,7.730,
0823_04_mesh_10.ply,645.395,1099.086,40.949,14.490,7.966,
0823_04_mesh_11.ply,246.157,810.629,35.094,14.732,6.784,
0823_04_mesh_12.ply,75.821,428.424,19.915,17.220,3.820,
0823_04_mesh_13.ply,363.641,530.503,27.925,11.224,5.499,
0823_04_mesh_14.ply,139.443,693.483,38.110,14.889,4.864,
0823_04_mesh_2.ply,535.403,985.517,51.646,14.765,9.857,
0823_04_mesh_3.ply,501.113,2112.609,81.853,19.935,10.556,
0823_04_mesh_4.ply,315.667,949.478,52.027,10.952,7.597,
0823_04_mesh_5.ply,32.648,661.693,31.647,9.916,5.968,
0823_04_mesh_6.ply,367.991,755.217,29.856,20.696,5.140,
0823_04_mesh_7.ply,182.955,936.498,36.480,17.513,6.318,
0823_04_mesh_8.ply,2017.865,1485.879,42.525,26.663,9.553,
0823_04_mesh_9.ply,381.172,1507.189,39.548,21.207,7.465,
