File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0506_10_mesh_1.ply,327.22,365.471,29.298,9.075,5.184,0.1
0506_10_mesh_10.ply,2886.068,1252.239,27.55,14.399,13.299,0.745
0506_10_mesh_11.ply,1466.572,935.705,29.291,13.999,9.011,0.361
0506_10_mesh_12.ply,0.92,8.249,2.927,1.04,2.117,
0506_10_mesh_13.ply,3575.863,2500.099,94.246,22.554,14.951,2.328
0506_10_mesh_14.ply,1454.859,1286.865,35.357,18.553,11.089,0.524
0506_10_mesh_15.ply,261.686,266.259,15.336,6.042,6.111,0.085
0506_10_mesh_12.ply,1244.375,827.713,16.824,13.022,13.875,
0506_10_mesh_8.ply,628.516,528.273,17.434,16.39,7.446,0.201
0506_10_mesh_2.ply,734.826,600.223,20.727,10.811,7.677,0.233
0506_10_mesh_3.ply,1454.144,831.032,22.417,15.143,9.808,0.429
0506_10_mesh_4.ply,888.908,872.464,49.958,14.347,6.758,0.21
0506_10_mesh_5.ply,840.586,829.14,55.934,9.929,6.001,0.213
0506_10_mesh_6.ply,485.982,446.297,17.307,10.422,9.043,0.157
0506_10_mesh_7.ply,2302.35,1319.998,34.281,18.088,12.991,0.66
0506_10_mesh_9.ply,698.623,807.887,44.992,17.536,9.258,0.358
