File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0508_02_mesh_1.ply,5.072,52.137,6.883,5.305,1.749,0.005
0508_02_mesh_10.ply,61.87,88.181,5.928,4.83,3.868,0.016
0508_02_mesh_11.ply,20.713,107.422,7.638,7.862,1.847,0.01
0508_02_mesh_12.ply,77.104,132.207,12.031,5.791,3.606,0.022
0508_02_mesh_13.ply,29.721,72.7,6.855,6.423,2.989,0.01
0508_02_mesh_14.ply,15.583,90.181,8.935,5.518,2.563,0.011
0508_02_mesh_2.ply,19.265,92.675,7.675,6.052,4.143,0.009
0508_02_mesh_3.ply,1569.515,797.643,14.257,14.736,13.5,
0508_02_mesh_4.ply,21.816,105.243,8.851,10.317,2.174,0.008
0508_02_mesh_5.ply,26.881,95.255,8.649,6.27,2.793,0.01
0508_02_mesh_6.ply,22.153,81.982,8.264,7.078,3.339,0.008
0508_02_mesh_7.ply,18.197,99.652,8.233,6.715,2.635,0.009
0508_02_mesh_8.ply,8.994,100.091,10.657,6.346,1.544,0.007
0508_02_mesh_9.ply,19.623,75.424,6.766,6.169,2.77,0.007
