File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0507_11_mesh_1.ply,297.742,362.129,15.601,8.715,6.588,0.099
0507_11_mesh_10.ply,1403.271,1036.004,43.095,10.601,7.536,0.362
0507_11_mesh_11.ply,534.456,859.338,66.939,12.814,13.483,0.367
0507_11_mesh_12.ply,1116.356,763.44,18.545,14.972,12.874,
0507_11_mesh_13.ply,1571.25,934.342,34.191,13.271,11.689,0.563
0507_11_mesh_14.ply,783.905,588.933,23.369,12.747,8.988,0.224
0507_11_mesh_15.ply,749.527,1167.519,89.339,32.446,12.901,0.18
0507_11_mesh_2.ply,1918.086,1630.334,73.406,19.019,11.466,0.99
0507_11_mesh_3.ply,1334.297,996.156,41.609,11.852,8.139,0.329
0507_11_mesh_4.ply,795.743,765.54,28.565,8.563,7.543,0.215
0507_11_mesh_5.ply,234.157,378.625,32.037,8.842,5.093,0.061
0507_11_mesh_6.ply,3174.78,2053.233,84.63,16.195,9.002,1.009
0507_11_mesh_7.ply,796.493,833.728,24.947,13.738,10.504,0.247
0507_11_mesh_8.ply,460.85,400.832,18.263,10.312,8.119,0.123
0507_11_mesh_9.ply,966.472,779.979,35.579,11.259,7.585,0.241
