File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0507_08_mesh_1.ply,83.303,135.558,11.734,5.52,4.176,0.023
0507_08_mesh_10.ply,56.453,132.451,17.496,7.984,3.406,0.016
0507_08_mesh_11.ply,18.208,162.812,9.026,9.163,4.034,0.018
0507_08_mesh_12.ply,72.72,151.01,20.773,5.836,3.68,0.016
0507_08_mesh_13.ply,84.042,113.881,7.129,4.896,4.663,0.024
0507_08_mesh_14.ply,15.369,108.087,9.235,7.014,3.732,0.009
0507_08_mesh_15.ply,17.628,159.003,12.926,8.73,1.969,0.013
0507_08_mesh_16.ply,52.738,83.782,5.574,4.554,5.402,0.017
0507_08_mesh_17.ply,56.819,94.576,8.033,7.548,3.475,0.013
0507_08_mesh_18.ply,113.382,184.24,13.942,6.302,4.594,0.045
0507_08_mesh_19.ply,11.099,75.732,5.611,7.27,3.987,0.009
0507_08_mesh_2.ply,113.68,188.095,14.78,6.676,3.984,0.034
0507_08_mesh_20.ply,70.064,103.412,8.358,5.644,3.722,0.022
0507_08_mesh_21.ply,36.444,149.73,10.537,7.283,5.229,0.019
0507_08_mesh_22.ply,46.224,83.42,7.856,4.265,4.995,0.012
0507_08_mesh_23.ply,90.753,169.92,16.431,5.111,5.18,0.025
0507_08_mesh_24.ply,17.19,79.268,7.301,5.713,2.8,0.009
0507_08_mesh_25.ply,82.274,134.109,11.781,4.037,3.797,0.031
0507_08_mesh_26.ply,51.259,98.859,13.195,4.592,3.522,0.011
0507_08_mesh_27.ply,9.287,75.521,8.605,5.476,2.529,0.005
0507_08_mesh_28.ply,37.66,76.111,5.532,4.963,4.544,0.011
0507_08_mesh_29.ply,20.445,132.784,14.444,7.847,2.882,0.01
0507_08_mesh_3.ply,80.908,115.409,8.062,6.333,4.477,0.021
0507_08_mesh_30.ply,0.944,120.945,10.099,6.829,1.831,0.004
0507_08_mesh_31.ply,93.262,193.931,21.327,6.209,9.097,0.027
0507_08_mesh_32.ply,45.2,138.4,15.898,6.347,4.479,0.014
0507_08_mesh_4.ply,43.743,104.307,6.588,6.691,5.1,0.017
0507_08_mesh_5.ply,12.583,107.542,12.437,6.112,1.765,0.006
0507_08_mesh_6.ply,104.768,133.671,6.493,6.732,6.179,0.03
0507_08_mesh_7.ply,22.395,109.89,8.003,9.911,2.152,0.009
0507_08_mesh_8.ply,1314.903,952.29,17.014,19.094,14.041,
0507_08_mesh_9.ply,69.166,150.243,12.055,7.149,3.094,0.01
