File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0506_01_mesh_1.ply,144.115,198.621,14.705,8.747,5.627,0.052
0506_01_mesh_10.ply,87.555,108.545,6.869,6.177,5.098,0.019
0506_01_mesh_11.ply,51.304,86.011,8.426,3.578,3.635,0.011
0506_01_mesh_12.ply,119.768,284.691,36.229,7.044,3.673,0.037
0506_01_mesh_13.ply,34.384,159.244,13.058,7.51,4.014,0.016
0506_01_mesh_14.ply,130.43,193.97,19.444,3.944,3.946,0.029
0506_01_mesh_15.ply,25.852,122.55,7.478,8.617,3.814,0.01
0506_01_mesh_16.ply,1197.275,860.031,15.265,18.011,14.186,
0506_01_mesh_17.ply,270.034,363.087,24.887,7.75,5.381,0.088
0506_01_mesh_18.ply,86.069,123.581,8.199,6.36,4.973,0.029
0506_01_mesh_19.ply,239.614,299.917,23.698,6.223,5.94,0.064
0506_01_mesh_2.ply,1343.861,1561.284,94.896,24.54,26.74,0.466
0506_01_mesh_3.ply,328.502,379.325,32.683,5.898,4.728,0.098
0506_01_mesh_4.ply,79.881,134.882,10.946,4.512,4.184,0.019
0506_01_mesh_5.ply,76.484,166.429,19.262,5.871,3.469,0.028
0506_01_mesh_6.ply,55.713,84.087,7.429,4.581,3.793,0.015
0506_01_mesh_7.ply,55.031,119.525,11.775,5.551,3.314,0.016
0506_01_mesh_8.ply,269.679,291.312,17.561,6.826,5.706,0.053
0506_01_mesh_9.ply,306.413,350.501,24.47,5.807,5.057,0.087
