File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_08_mesh_1.ply,1511.026,2640.976,56.107,16.482,16.558,
0824_08_mesh_10.ply,3495.759,3473.628,74.316,19.820,15.767,
0824_08_mesh_11.ply,1149.813,3282.698,56.664,32.749,21.955,
0824_08_mesh_2.ply,111.721,946.689,58.589,13.716,5.720,
0824_08_mesh_3.ply,192.207,779.915,51.002,11.428,7.405,
0824_08_mesh_4.ply,992.643,924.287,32.739,15.933,5.550,
0824_08_mesh_5.ply,416.127,671.448,25.535,7.935,8.101,
0824_08_mesh_6.ply,166.962,2568.201,53.915,21.279,18.926,
0824_08_mesh_7.ply,140.472,1015.402,33.718,15.703,5.104,
0824_08_mesh_8.ply,707.516,2140.466,50.011,23.195,16.177,
0824_08_mesh_9.ply,546.049,1832.326,48.523,16.420,10.752,
