File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_04_mesh_1.ply,400.112,1628.018,46.294,16.695,13.382,
0824_04_mesh_10.ply,601.388,1194.176,23.190,19.282,17.865,
0824_04_mesh_11.ply,530.631,2552.951,104.575,18.985,8.467,
0824_04_mesh_2.ply,634.601,708.693,25.885,18.926,4.652,
0824_04_mesh_3.ply,362.496,1168.595,41.492,14.519,5.915,
0824_04_mesh_4.ply,290.647,800.746,25.172,11.715,8.761,
0824_04_mesh_5.ply,347.399,1173.191,44.378,11.225,8.293,
0824_04_mesh_6.ply,1094.469,1152.026,37.811,17.314,14.027,
0824_04_mesh_7.ply,353.143,931.187,27.157,16.351,16.252,
0824_04_mesh_8.ply,947.031,1741.953,41.854,24.904,8.898,
0824_04_mesh_9.ply,592.544,948.578,29.022,19.835,4.636,
