File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_22_mesh_1.ply,27.169,233.472,20.908,8.077,2.649,
0824_22_mesh_10.ply,32.406,294.632,18.415,12.168,4.252,
0824_22_mesh_11.ply,229.664,377.646,20.141,12.560,4.062,
0824_22_mesh_12.ply,239.424,274.379,12.171,11.018,4.444,
0824_22_mesh_13.ply,209.598,326.098,19.291,9.364,4.160,
0824_22_mesh_14.ply,73.628,215.527,13.008,10.465,1.911,
0824_22_mesh_15.ply,100.247,239.093,14.578,8.261,5.155,
0824_22_mesh_16.ply,146.841,236.986,11.942,9.412,2.759,
0824_22_mesh_17.ply,194.946,287.994,15.869,14.415,2.671,
0824_22_mesh_18.ply,169.892,397.753,26.187,12.461,4.395,
0824_22_mesh_19.ply,59.129,215.196,15.133,7.023,3.535,
0824_22_mesh_2.ply,41.946,313.368,22.369,8.025,5.105,
0824_22_mesh_20.ply,91.485,264.803,21.590,6.311,4.869,
0824_22_mesh_21.ply,160.020,235.496,15.423,7.487,3.761,
0824_22_mesh_22.ply,140.687,349.496,17.564,10.610,3.993,
0824_22_mesh_23.ply,90.079,337.446,16.496,10.497,4.730,
0824_22_mesh_24.ply,144.563,448.838,25.114,7.827,5.247,
0824_22_mesh_25.ply,215.284,338.582,16.859,11.429,2.906,
0824_22_mesh_26.ply,297.055,389.079,23.541,7.170,4.918,
0824_22_mesh_27.ply,258.046,307.213,13.760,13.918,4.563,
0824_22_mesh_28.ply,88.162,330.923,16.847,8.799,4.713,
0824_22_mesh_29.ply,328.553,408.949,19.240,11.881,4.144,
0824_22_mesh_3.ply,67.435,249.586,14.002,8.748,4.968,
0824_22_mesh_30.ply,148.411,239.942,14.741,12.703,3.165,
0824_22_mesh_31.ply,160.539,250.318,13.717,11.129,2.792,
0824_22_mesh_4.ply,119.891,347.559,26.733,7.636,4.506,
0824_22_mesh_5.ply,73.806,331.407,21.205,10.854,2.208,
0824_22_mesh_6.ply,9.369,233.076,17.912,10.004,0.783,
0824_22_mesh_7.ply,214.611,347.478,22.320,11.569,3.819,
0824_22_mesh_8.ply,225.217,257.081,15.331,7.747,4.763,
0824_22_mesh_9.ply,136.458,168.368,11.177,7.013,4.234,
