File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_15_mesh_1.ply,236.175,1831.063,45.318,18.160,9.519,
0824_15_mesh_10.ply,1583.189,1855.612,37.479,20.965,9.614,
0824_15_mesh_11.ply,298.931,559.254,19.844,14.795,4.668,
0824_15_mesh_2.ply,361.400,1313.544,46.117,12.235,10.991,
0824_15_mesh_3.ply,387.779,699.937,22.236,15.346,11.453,
0824_15_mesh_4.ply,365.342,844.804,32.150,20.691,5.865,
0824_15_mesh_5.ply,755.563,1340.246,42.918,19.444,7.751,
0824_15_mesh_6.ply,857.876,1213.402,65.634,10.748,9.015,
0824_15_mesh_7.ply,396.991,876.343,25.810,19.531,9.131,
0824_15_mesh_8.ply,110.628,2463.128,64.347,21.782,8.288,
0824_15_mesh_9.ply,494.326,1200.794,45.123,18.445,7.758,
