File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_10_mesh_1.ply,981.718,1377.917,32.727,33.660,7.770,
0824_10_mesh_10.ply,205.167,2409.609,47.595,38.374,13.552,
0824_10_mesh_11.ply,280.601,1130.865,31.747,19.570,7.251,
0824_10_mesh_12.ply,165.392,391.429,26.864,9.440,4.413,
0824_10_mesh_13.ply,636.698,1036.046,37.736,20.368,11.481,
0824_10_mesh_2.ply,185.581,908.949,50.291,10.487,5.775,
0824_10_mesh_3.ply,81.781,1179.402,41.524,11.853,7.752,
0824_10_mesh_4.ply,582.853,1297.661,47.152,16.427,10.296,
0824_10_mesh_5.ply,26.582,688.572,39.856,9.325,4.837,
0824_10_mesh_6.ply,122.548,508.927,23.738,11.845,8.130,
0824_10_mesh_7.ply,5027.758,4703.854,62.421,42.273,18.601,
0824_10_mesh_8.ply,369.501,1541.671,53.572,20.709,12.165,
0824_10_mesh_9.ply,677.362,1270.597,31.689,14.259,11.752,
