File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_11_mesh_1.ply,574.289,1122.499,40.953,16.247,6.292,
0824_11_mesh_10.ply,0.527,1207.372,34.089,25.693,8.645,
0824_11_mesh_11.ply,757.991,1236.198,31.490,21.095,11.739,
0824_11_mesh_2.ply,357.901,1184.661,74.555,11.551,9.147,
0824_11_mesh_3.ply,744.435,1069.901,56.860,14.196,6.224,
0824_11_mesh_4.ply,5879.839,5849.281,85.869,45.862,21.481,
0824_11_mesh_5.ply,583.520,1246.107,51.576,14.244,5.447,
0824_11_mesh_6.ply,2.668,538.873,16.980,15.706,8.155,
0824_11_mesh_7.ply,307.916,990.114,29.274,19.882,7.352,
0824_11_mesh_8.ply,300.231,797.535,21.003,18.757,9.992,
0824_11_mesh_9.ply,192.885,720.917,32.039,14.693,8.739,
