File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0824_20_mesh_1.ply,186.741,369.382,36.869,6.442,5.300,
0824_20_mesh_10.ply,203.663,615.570,26.219,9.113,7.925,
0824_20_mesh_11.ply,170.413,393.281,19.223,9.680,4.949,
0824_20_mesh_12.ply,253.704,562.691,23.819,11.752,4.654,
0824_20_mesh_13.ply,80.468,456.416,18.378,15.950,4.580,
0824_20_mesh_14.ply,119.529,269.485,13.968,11.328,5.039,
0824_20_mesh_15.ply,101.067,238.974,13.230,11.357,4.111,
0824_20_mesh_16.ply,278.212,508.572,20.569,13.590,3.962,
0824_20_mesh_17.ply,180.868,558.177,26.286,13.898,4.424,
0824_20_mesh_18.ply,194.729,222.477,12.036,7.559,5.511,
0824_20_mesh_19.ply,100.124,332.054,26.217,6.541,4.429,
0824_20_mesh_2.ply,150.985,769.068,27.688,16.651,7.922,
0824_20_mesh_20.ply,248.702,278.120,14.931,12.554,3.922,
0824_20_mesh_21.ply,165.954,211.335,12.792,9.290,3.242,
0824_20_mesh_22.ply,125.599,253.794,23.889,5.391,3.764,
0824_20_mesh_3.ply,66.220,248.901,16.109,9.125,3.745,
0824_20_mesh_4.ply,55.443,371.575,26.577,9.322,2.221,
0824_20_mesh_5.ply,616.919,788.403,22.734,19.227,6.305,
0824_20_mesh_6.ply,213.039,1202.431,58.151,11.789,8.458,
0824_20_mesh_7.ply,690.169,695.600,23.090,17.411,4.874,
0824_20_mesh_8.ply,72.302,228.721,20.770,6.835,2.282,
0824_20_mesh_9.ply,278.571,639.824,32.711,15.375,10.786,
