File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0823_03_mesh_1.ply,178.277,249.113,16.691,7.666,3.832,
0823_03_mesh_10.ply,270.807,627.377,24.579,19.110,5.117,
0823_03_mesh_11.ply,178.266,376.914,20.201,9.897,4.799,
0823_03_mesh_12.ply,132.297,461.418,27.412,10.032,2.648,
0823_03_mesh_13.ply,317.298,580.540,27.172,14.464,4.739,
0823_03_mesh_14.ply,132.817,382.037,26.905,11.721,4.267,
0823_03_mesh_15.ply,100.709,377.414,20.016,14.466,4.585,
0823_03_mesh_16.ply,304.099,382.227,16.110,14.576,3.872,
0823_03_mesh_17.ply,136.734,343.457,14.368,12.805,4.663,
0823_03_mesh_18.ply,181.534,438.144,15.998,10.507,9.383,
0823_03_mesh_19.ply,229.865,365.903,18.591,11.034,4.586,
0823_03_mesh_2.ply,148.425,523.269,28.164,12.810,4.663,
0823_03_mesh_20.ply,252.734,606.081,27.643,10.575,6.317,
0823_03_mesh_21.ply,168.971,343.941,17.696,10.333,2.739,
0823_03_mesh_22.ply,178.641,333.832,17.814,13.928,4.538,
0823_03_mesh_23.ply,171.547,432.795,19.213,11.801,3.019,
0823_03_mesh_3.ply,203.313,787.112,48.014,10.326,7.280,
0823_03_mesh_4.ply,275.509,340.300,16.664,11.264,6.556,
0823_03_mesh_5.ply,155.068,371.758,19.984,13.930,4.448,
0823_03_mesh_6.ply,144.339,405.605,19.493,15.506,4.232,
0823_03_mesh_7.ply,212.146,557.634,26.705,14.949,3.672,
0823_03_mesh_8.ply,91.150,256.612,14.705,12.284,2.701,
0823_03_mesh_9.ply,330.401,589.433,25.044,14.389,3.348,
