File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0823_04_mesh_1.ply,51.307,233.470,13.172,11.192,3.852,
0823_04_mesh_10.ply,127.106,436.006,36.694,8.673,2.776,
0823_04_mesh_11.ply,191.164,443.716,29.076,9.198,1.928,
0823_04_mesh_12.ply,93.989,213.005,13.606,11.525,3.205,
0823_04_mesh_13.ply,23.661,124.647,14.787,7.652,1.352,
0823_04_mesh_14.ply,82.619,293.341,24.817,6.933,2.370,
0823_04_mesh_15.ply,172.200,358.603,19.597,13.654,3.360,
0823_04_mesh_2.ply,50.028,211.371,12.282,9.429,3.624,
0823_04_mesh_3.ply,172.799,526.108,31.416,9.620,4.181,
0823_04_mesh_4.ply,144.335,265.892,14.696,11.808,3.262,
0823_04_mesh_5.ply,138.832,285.803,11.828,10.246,3.748,
0823_04_mesh_6.ply,119.407,223.354,12.836,8.694,2.720,
0823_04_mesh_7.ply,88.322,210.974,19.138,8.888,2.235,
0823_04_mesh_8.ply,41.548,136.213,9.757,8.888,2.345,
0823_04_mesh_9.ply,73.267,282.420,15.130,11.983,3.217,
