File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0823_02_mesh_1.ply,127.804,803.760,25.266,18.664,12.420,
0823_02_mesh_10.ply,203.899,396.282,14.427,13.262,5.222,
0823_02_mesh_11.ply,263.001,572.380,22.674,13.864,4.697,
0823_02_mesh_12.ply,186.944,417.643,21.291,13.298,5.742,
0823_02_mesh_13.ply,370.578,719.931,28.988,18.191,4.627,
0823_02_mesh_14.ply,482.525,789.114,28.191,14.774,3.925,
0823_02_mesh_15.ply,138.585,321.103,19.763,9.155,3.010,
0823_02_mesh_16.ply,314.823,486.502,27.300,9.644,3.286,
0823_02_mesh_17.ply,414.029,844.114,23.895,16.053,14.416,
0823_02_mesh_2.ply,13.737,541.802,24.463,12.200,6.037,
0823_02_mesh_3.ply,495.301,1323.275,42.485,18.685,8.850,
0823_02_mesh_4.ply,332.848,561.630,20.971,15.757,5.338,
0823_02_mesh_5.ply,452.904,723.626,29.650,20.745,4.948,
0823_02_mesh_6.ply,324.021,859.670,22.784,16.617,12.200,
0823_02_mesh_7.ply,164.067,576.892,25.003,12.511,3.375,
0823_02_mesh_8.ply,701.356,1210.007,45.056,15.293,6.516,
0823_02_mesh_9.ply,1550.970,2467.674,72.849,21.025,13.213,
