File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g)
0827_10_mesh_1.ply,1037.295,1622.303,39.052,16.348,16.016,
0827_10_mesh_10.ply,813.437,1341.556,42.186,19.751,7.387,
0827_10_mesh_11.ply,222.468,571.108,19.736,16.951,6.379,
0827_10_mesh_2.ply,723.273,1412.063,36.004,23.154,17.200,
0827_10_mesh_3.ply,148.378,347.831,24.634,7.451,3.642,
0827_10_mesh_4.ply,1.272,1478.212,48.433,19.578,5.472,
0827_10_mesh_5.ply,207.634,451.394,21.552,14.672,6.241,
0827_10_mesh_6.ply,4.175,2033.998,56.135,24.160,16.947,
0827_10_mesh_7.ply,691.400,1736.060,39.376,15.500,11.452,
0827_10_mesh_8.ply,544.522,1517.900,47.287,26.585,9.597,
0827_10_mesh_9.ply,865.340,1452.805,58.606,20.289,11.755,
