Experiment order,Source.Name,File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g),Density (kg/m3)
18,0408_04.csv,0408_04_mesh_11.ply,47.885,194.179,22.508,7.486,3.412,0.01,208.833664
16,0407_20.csv,0407_20_mesh_11.ply,35.534,120.474,17.381,5.419,3.825,0.01,281.4206112
18,0408_04.csv,0408_04_mesh_16.ply,27.261,142.876,21.708,7.269,5.027,0.01,366.8244012
16,0407_21.csv,0407_21_mesh_7.ply,55.775,153.783,29.395,5.665,2.276,0.011,197.2209771
18,0408_04.csv,0408_04_mesh_21.ply,37.542,108.902,20.722,5.061,2.497,0.011,293.0051675
18,0408_05.csv,0408_05_mesh_14.ply,66.591,81.767,24.172,4.275,2.529,0.011,165.1874878
16,0407_21.csv,0407_21_mesh_1.ply,36.452,84.262,11.153,5.119,2.583,0.011,301.7667069
8,0405_01.csv,0405_01_mesh_7.ply,41.877,130.632,19.198,4.583,2.73,0.011,262.6740215
12,0406_14.csv,0406_14_mesh_4.ply,26.277,129.125,16.773,5.343,2.912,0.011,418.6170415
20,0409_01.csv,0409_01_mesh_10.ply,26.333,73.552,5.689,5.53,3.47,0.011,417.7268067
20,0408_14.csv,0408_14_mesh_2.ply,25.204,144.675,13.058,7.535,3.552,0.011,436.4386605
20,0408_14.csv,0408_14_mesh_12.ply,58.62,108.634,13.448,2.57,3.631,0.011,187.6492665
18,0408_04.csv,0408_04_mesh_8.ply,39.951,104.384,19.671,3.094,3.634,0.011,275.3372882
20,0408_14.csv,0408_14_mesh_26.ply,32.708,87.484,13.953,5.297,4.594,0.011,336.3091598
10,0406_02.csv,0406_02_mesh_1.ply,24.681,77.96,17.618,2.664,2.088,0.012,486.2039626
10,0406_02.csv,0406_02_mesh_2.ply,34.889,108.996,18.811,3.713,2.447,0.012,343.9479492
14,0407_08.csv,0407_08_mesh_4.ply,25.259,121.633,12.087,4.954,2.492,0.012,475.07819
20,0409_01.csv,0409_01_mesh_2.ply,36.714,119.443,13.591,5.242,3.012,0.012,326.8507926
16,0407_20.csv,0407_20_mesh_25.ply,43.92,101.895,16.519,4.102,3.143,0.012,273.2240437
20,0409_01.csv,0409_01_mesh_5.ply,37.665,75.658,6.907,3.241,4.299,0.012,318.5981681
20,0409_01.csv,0409_01_mesh_4.ply,37.675,127.664,21.165,6.487,5.709,0.012,318.5136032
16,0407_21.csv,0407_21_mesh_8.ply,6.249,117.789,9.946,9.079,2.024,0.013,2080.332853
20,0408_14.csv,0408_14_mesh_29.ply,57.78,115.871,14.136,2.976,2.89,0.013,224.9913465
18,0408_05.csv,0408_05_mesh_6.ply,0.777,138.083,41.105,11.076,3.968,0.013,16731.01673
18,0408_05.csv,0408_05_mesh_8.ply,88.033,98.191,32.264,5.534,5.397,0.013,147.6718958
4,0403_05.csv,0403_05_mesh_14.ply,48.741,117.382,18.565,3.386,2.229,0.014,287.2325147
4,0403_05.csv,0403_05_mesh_10.ply,44.435,101.058,14.428,4.227,2.699,0.014,315.0669517
10,0406_02.csv,0406_02_mesh_5.ply,42.719,81.691,7.732,5.396,2.95,0.014,327.7230272
16,0407_20.csv,0407_20_mesh_28.ply,41.826,101.364,13.704,5.814,3.272,0.014,334.7200306
20,0408_14.csv,0408_14_mesh_20.ply,65.867,127.478,15.451,3.302,3.393,0.014,212.5495316
16,0407_20.csv,0407_20_mesh_22.ply,65.491,185.077,28.834,9.316,3.501,0.014,213.769831
16,0407_20.csv,0407_20_mesh_2.ply,58.465,217.965,39.646,6.339,3.537,0.014,239.4595057
20,0408_14.csv,0408_14_mesh_13.ply,58.913,123.833,13.767,5.202,3.718,0.014,237.6385518
20,0408_14.csv,0408_14_mesh_31.ply,19.88,157.993,10.913,8.365,3.755,0.014,704.2253521
20,0408_14.csv,0408_14_mesh_11.ply,44.215,165.902,16.544,6.201,2.259,0.015,339.2513853
4,0403_05.csv,0403_05_mesh_11.ply,54.188,138.348,21.389,2.927,2.693,0.015,276.8140548
