Experiment order,Source.Name,File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g),Density (kg/m3)
9,0405_08.csv,0405_08_mesh_17.ply,34.323,125.037,16.279,5.493,3.507,0.008,233.079859
11,0406_06.csv,0406_06_mesh_18.ply,137.169,278.082,36.425,7.585,4.229,0.032,233.2888626
19,0408_08.csv,0408_08_mesh_10.ply,59.984,129.48,17.524,2.429,3.302,0.014,233.3955722
11,0406_04.csv,0406_04_mesh_15.ply,171.379,354.583,46.024,13.618,5.298,0.04,233.4008251
19,0408_09.csv,0408_09_mesh_31.ply,34.209,150.196,28.98,5.594,3.749,0.008,233.8565874
9,0405_08.csv,0405_08_mesh_12.ply,162.053,342.675,23.822,7.191,3.815,0.038,234.491185
11,0406_05.csv,0406_05_mesh_14.ply,170.573,380.083,34.15,25.247,5.315,0.04,234.5037022
9,0405_08.csv,0405_08_mesh_20.ply,51.125,173.324,19.91,4.836,3.254,0.012,234.7188264
13,0407_04.csv,0407_04_mesh_10.ply,97.616,153.968,11.33,4.972,4.214,0.023,235.6171119
11,0406_03.csv,0406_03_mesh_8.ply,679.004,812.985,54.755,15.46,12.183,0.16,235.6392599
15,0407_13.csv,0407_13_mesh_2.ply,373.337,393.499,16.474,7.797,6.652,0.088,235.7119707
13,0407_04.csv,0407_04_mesh_9.ply,67.834,129.74,8.814,8.675,4.735,0.016,235.8699177
15,0407_12.csv,0407_12_mesh_23.ply,93.264,150.687,16.363,4.413,3.581,0.022,235.8895179
9,0405_08.csv,0405_08_mesh_30.ply,147.637,312.516,10.384,12.187,4.664,0.035,237.0679437
3,0331_08.csv,0331_08_mesh_13.ply,189.645,231.684,17.746,4.93,4.512,0.045,237.2854544
15,0407_14.csv,0407_14_mesh_13.ply,67.311,175.189,30.799,7.137,3.963,0.016,237.7026043
13,0407_03.csv,0407_03_mesh_9.ply,134.574,150.658,9.874,5.604,4.579,0.032,237.7873884
15,0407_12.csv,0407_12_mesh_18.ply,126.069,287.36,32.271,5.959,4.268,0.03,237.964924
15,0407_14.csv,0407_14_mesh_8.ply,84.015,181.12,27.643,9.17,3.358,0.02,238.0527287
15,0407_14.csv,0407_14_mesh_25.ply,95.982,190.516,18.406,4.894,3.399,0.023,239.6282636
7,0404_03.csv,0404_03_mesh_14.ply,112.279,282.454,27.408,6.099,4.307,0.027,240.4723947
11,0406_03.csv,0406_03_mesh_1.ply,228.45,336.087,29.391,6.115,4.446,0.055,240.7529
15,0407_14.csv,0407_14_mesh_21.ply,78.894,137.493,15.815,6.866,4.004,0.019,240.8294674
13,0407_03.csv,0407_03_mesh_3.ply,135.94,207.645,19.944,5.222,4.219,0.033,242.7541562
17,0407_27.csv,0407_27_mesh_2.ply,65.901,147.097,14.403,4.357,3.018,0.016,242.7884251
7,0404_02.csv,0404_02_mesh_6.ply,345.965,533.139,53.461,16.49,5.144,0.084,242.7991271
13,0407_04.csv,0407_04_mesh_6.ply,32.946,113.538,19.66,6.477,2.513,0.008,242.8215868
9,0405_08.csv,0405_08_mesh_7.ply,61.761,142.708,14.963,5.406,3.41,0.015,242.8717152
15,0407_13.csv,0407_13_mesh_11.ply,221.476,422.735,40.416,6.498,4.349,0.054,243.8187433
19,0408_09.csv,0408_09_mesh_7.ply,163.317,317.628,25.686,6.222,3.67,0.04,244.9224514
19,0408_09.csv,0408_09_mesh_25.ply,32.632,134.368,27.366,5.529,1.889,0.008,245.158127
11,0406_04.csv,0406_04_mesh_14.ply,163.001,250.326,25.746,7.76,5.317,0.04,245.3972675
19,0408_10.csv,0408_10_mesh_4.ply,36.657,108.452,18.852,3.083,2.529,0.009,245.5192733
19,0408_07.csv,0408_07_mesh_17.ply,431.612,384.04,21.958,6.494,6.716,0.106,245.5909474
13,0407_03.csv,0407_03_mesh_4.ply,206.978,222.018,11.725,6.162,6.067,0.051,246.4029994
15,0407_14.csv,0407_14_mesh_2.ply,40.554,129.472,20.285,11.364,3.114,0.01,246.5848005
17,0407_26.csv,0407_26_mesh_21.ply,48.551,128.838,24.727,5.584,2.304,0.012,247.1627773
13,0407_04.csv,0407_04_mesh_23.ply,121.349,182.654,16.874,5.242,3.447,0.03,247.2208259
19,0408_08.csv,0408_08_mesh_20.ply,76.613,145.989,17.039,5.326,2.979,0.019,247.9996867
19,0408_08.csv,0408_08_mesh_23.ply,278.105,289.609,18.69,6.471,5.733,0.069,248.1077291
15,0407_14.csv,0407_14_mesh_12.ply,257.619,339.019,25.967,6.43,4.856,0.064,248.4288814
15,0407_14.csv,0407_14_mesh_7.ply,28.023,142.423,19.798,8.227,4.241,0.007,249.7948114
15,0407_13.csv,0407_13_mesh_27.ply,419.867,439.856,22.94,9.317,6.257,0.105,250.0791917
9,0405_05.csv,0405_05_mesh_8.ply,1051.588,779.875,36.275,10.316,6.351,0.263,250.0979471
13,0407_03.csv,0407_03_mesh_19.ply,103.911,157.328,16.664,4.285,3.349,0.026,250.2141255
19,0408_08.csv,0408_08_mesh_14.ply,71.856,154.478,22.597,5.221,4.909,0.018,250.501002
17,0407_24.csv,0407_24_mesh_18.ply,259.316,423.584,25.849,10.317,5.841,0.065,250.6594271
17,0407_26.csv,0407_26_mesh_17.ply,43.66,108.023,16.924,5.018,2.44,0.011,251.9468621
11,0406_04.csv,0406_04_mesh_13.ply,226.224,318.309,31.545,6.926,4.745,0.057,251.9626565
15,0407_14.csv,0407_14_mesh_4.ply,59.479,216.821,30.495,13.317,4.197,0.015,252.1898485
15,0407_13.csv,0407_13_mesh_9.ply,79.296,217.56,15.96,10.655,3.855,0.02,252.2195319
11,0406_05.csv,0406_05_mesh_12.ply,71.363,119.367,12.847,5.46,3.072,0.018,252.2315486
19,0408_06.csv,0408_06_mesh_6.ply,3881.525,2693.809,79.363,14.108,10.59,0.98,252.4780853
5,0403_11.csv,0403_11_mesh_4.ply,300.938,472.244,43.998,9.024,4.177,0.076,252.5437133
15,0407_15.csv,0407_15_mesh_5.ply,23.736,79.735,17.53,2.5,1.926,0.006,252.7805865
1,0330_06.csv,0330_06_mesh_11.ply,170.057,328.81,33.287,8.26,5.395,0.043,252.8563952
1,0330_06.csv,0330_06_mesh_12.ply,71.102,132.015,10.716,5.044,3.833,0.018,253.1574358
9,0405_08.csv,0405_08_mesh_18.ply,138.019,274.286,28.297,11.365,5.058,0.035,253.5882741
9,0405_05.csv,0405_05_mesh_4.ply,2168.179,1566.164,60.499,14.253,8.016,0.55,253.6690928
9,0405_08.csv,0405_08_mesh_19.ply,169.415,342.007,40.329,10.743,4.561,0.043,253.8145973
5,0403_09.csv,0403_09_mesh_10.ply,196.729,188.635,9.279,6.158,5.946,0.05,254.1567334
5,0403_09.csv,0403_09_mesh_4.ply,522.643,454.14,25.114,7.74,6.579,0.133,254.4758085
19,0408_08.csv,0408_08_mesh_17.ply,106.05,138.61,9.032,5.236,5.062,0.027,254.5968883
15,0407_13.csv,0407_13_mesh_7.ply,98.145,198.973,16.167,5.532,3.922,0.025,254.7251516
3,0403_02.csv,0403_02_mesh_2.ply,270.691,460.018,36.044,7.513,5.333,0.069,254.9031922
17,0407_27.csv,0407_27_mesh_4.ply,105.805,206.563,27.93,7.188,4.624,0.027,255.1864279
7,0404_03.csv,0404_03_mesh_13.ply,129.266,216.515,19.935,6.29,4.136,0.033,255.2875466
19,0408_08.csv,0408_08_mesh_27.ply,50.918,100.08,10.864,4.28,3.799,0.013,255.3124632
9,0405_08.csv,0405_08_mesh_4.ply,258.252,581.643,60.91,15.384,4.055,0.066,255.5643325
19,0408_09.csv,0408_09_mesh_18.ply,54.749,135.232,14.588,5.937,3.263,0.014,255.7124331
17,0407_27.csv,0407_27_mesh_12.ply,27.363,86.461,17.808,4.588,2.305,0.007,255.8199028
9,0405_08.csv,0405_08_mesh_9.ply,85.911,237.126,32.857,6.973,3.348,0.022,256.0789654
