Experiment order,Source.Name,File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g),Density (kg/m3)
3,0331_10.csv,0331_10_mesh_11.ply,57.386,259.174,44.373,13.587,3.375,0.015,261.3877949
11,0406_06.csv,0406_06_mesh_5.ply,61.182,131.643,13.992,4.203,3.515,0.016,261.5148246
19,0408_06.csv,0408_06_mesh_3.ply,527.533,608.091,30.184,15.323,6.676,0.138,261.5950092
11,0406_05.csv,0406_05_mesh_4.ply,76.231,161.792,23.537,4.816,2.821,0.02,262.360457
19,0408_09.csv,0408_09_mesh_12.ply,53.34,136.001,14.86,9.161,3.248,0.014,262.4671916
17,0407_25.csv,0407_25_mesh_16.ply,121.887,283.811,31.094,13.782,3.558,0.032,262.5382526
11,0406_04.csv,0406_04_mesh_4.ply,4645.915,2803.647,110.463,14.166,15.342,1.22,262.5962808
9,0405_05.csv,0405_05_mesh_10.ply,592.403,448.946,21.405,8.476,7.347,0.156,263.3342505
11,0406_06.csv,0406_06_mesh_12.ply,117.675,189.521,20.551,5.192,3.199,0.031,263.4374336
5,0403_10.csv,0403_10_mesh_2.ply,793.078,745.434,32.867,11.531,7.607,0.209,263.530195
13,0407_01.csv,0407_01_mesh_5.ply,375.51,488.431,42.63,8.128,5.294,0.099,263.6414476
15,0407_12.csv,0407_12_mesh_25.ply,427.666,503.82,24.505,10.932,7.93,0.113,264.2248858
15,0407_12.csv,0407_12_mesh_17.ply,174.065,245.534,16.252,6.708,4.833,0.046,264.2690949
13,0407_04.csv,0407_04_mesh_7.ply,56.65,152.808,14.801,5.008,3.88,0.015,264.7837599
7,0404_03.csv,0404_03_mesh_2.ply,245.469,310.492,25.913,6.05,5.241,0.065,264.7992211
15,0407_13.csv,0407_13_mesh_4.ply,169.802,390.341,27.866,9.062,5.359,0.045,265.0145464
19,0408_08.csv,0408_08_mesh_16.ply,64.076,215.008,32.952,8.107,3.693,0.017,265.3099444
15,0407_13.csv,0407_13_mesh_8.ply,226.092,454.552,24.493,11.862,5.415,0.06,265.3786954
15,0407_10.csv,0407_10_mesh_13.ply,259.989,462.217,27.563,14.763,6.802,0.069,265.3958437
17,0407_24.csv,0407_24_mesh_12.ply,135.505,195.236,17.474,5.619,4.329,0.036,265.6728534
17,0407_27.csv,0407_27_mesh_18.ply,33.781,86.338,15.18,3.307,2.076,0.009,266.4219532
15,0407_14.csv,0407_14_mesh_23.ply,180.092,259.482,21.576,8.046,4.585,0.048,266.53044
17,0407_24.csv,0407_24_mesh_3.ply,1008.224,875.257,42.244,16.243,6.75,0.269,266.8057892
3,0403_02.csv,0403_02_mesh_7.ply,56.207,145.904,23.824,6.42,2.497,0.015,266.8706745
13,0407_04.csv,0407_04_mesh_24.ply,123.518,220.215,24.725,7.263,3.935,0.033,267.1675383
17,0407_26.csv,0407_26_mesh_15.ply,41.166,123.185,23.828,2.956,2.698,0.011,267.210805
9,0405_08.csv,0405_08_mesh_25.ply,138.393,292.372,14.052,6.747,5.093,0.037,267.3545627
19,0408_08.csv,0408_08_mesh_11.ply,78.442,174.867,18.507,4.665,3.488,0.021,267.7137248
7,0404_03.csv,0404_03_mesh_4.ply,145.65,231.032,25.978,5.207,4.112,0.039,267.7651905
17,0407_26.csv,0407_26_mesh_3.ply,70.862,226.565,39.034,10.973,7.913,0.019,268.1267816
15,0407_14.csv,0407_14_mesh_1.ply,175.076,363.263,49.581,11.822,6.06,0.047,268.4548425
5,0403_09.csv,0403_09_mesh_2.ply,1375.42,977.969,38.1,19.422,10.178,0.37,269.0087391
15,0407_14.csv,0407_14_mesh_10.ply,66.822,121.615,12.605,4.294,3.39,0.018,269.3723624
19,0408_07.csv,0408_07_mesh_12.ply,151.794,188.904,8.348,10.948,4.89,0.041,270.1029026
17,0407_24.csv,0407_24_mesh_10.ply,877.314,940.093,48.021,14.458,10.906,0.237,270.1427311
3,0403_02.csv,0403_02_mesh_6.ply,70.28,194.02,28.508,6.283,3.448,0.019,270.3471827
15,0407_10.csv,0407_10_mesh_5.ply,2207.116,1242.976,40.186,15.981,10.021,0.597,270.4887283
13,0407_03.csv,0407_03_mesh_1.ply,491.489,1273.961,57.184,27.37,22.311,0.133,270.6062598
13,0407_02.csv,0407_02_mesh_14.ply,509.817,447.386,21.306,7.779,6.894,0.138,270.6853636
11,0406_03.csv,0406_03_mesh_6.ply,236.236,376.373,28.634,18.171,5.536,0.064,270.9155252
9,0405_05.csv,0405_05_mesh_6.ply,1419.302,819.185,27.54,12.426,8.734,0.385,271.2600983
15,0407_13.csv,0407_13_mesh_23.ply,151.12,274.193,25.923,5.737,3.328,0.041,271.3075701
19,0408_07.csv,0408_07_mesh_14.ply,519.677,728.605,56.91,16.954,9.142,0.141,271.3223791
19,0408_07.csv,0408_07_mesh_7.ply,416.156,424.031,25.925,6.184,5.488,0.113,271.5327906
5,0403_10.csv,0403_10_mesh_6.ply,2849.82,1566.73,48.917,15.136,11.489,0.774,271.5961008
7,0404_04.csv,0404_04_mesh_4.ply,128.822,294.253,36.674,16.47,4.993,0.035,271.6927233
13,0407_02.csv,0407_02_mesh_1.ply,916.348,733.904,37.837,9.109,6.34,0.249,271.7308272
3,0403_01.csv,0403_01_mesh_8.ply,102.885,222.412,34.131,6.29,4.569,0.028,272.1485153
7,0404_01.csv,0404_01_mesh_4.ply,425.155,646.147,26.866,16.339,11.295,0.116,272.8416695
19,0408_08.csv,0408_08_mesh_22.ply,54.975,127.99,21.806,4.197,2.829,0.015,272.851296
11,0406_04.csv,0406_04_mesh_7.ply,388.443,589.618,48.723,9.391,11.33,0.106,272.8843099
5,0403_12.csv,0403_12_mesh_7.ply,168.546,252.429,22.801,5.891,4.714,0.046,272.9225256
17,0407_24.csv,0407_24_mesh_8.ply,530.717,413.672,14.628,10.739,9.613,0.145,273.2152918
5,0403_09.csv,0403_09_mesh_9.ply,3199.991,1814.575,62.307,17.159,10.428,0.875,273.438269
5,0403_10.csv,0403_10_mesh_11.ply,416.804,357.15,18.542,7.208,6.607,0.114,273.5098512
5,0403_10.csv,0403_10_mesh_9.ply,657.886,548.131,26.109,9.717,7.472,0.18,273.6036335
5,0403_10.csv,0403_10_mesh_12.ply,1240.971,827.489,23.594,13.334,10.7,0.34,273.9790051
17,0407_27.csv,0407_27_mesh_14.ply,200.693,325.591,36.55,5.478,3.776,0.055,274.0504153
19,0408_06.csv,0408_06_mesh_5.ply,397.631,518.914,32.871,13.133,5.599,0.109,274.1234964
11,0406_03.csv,0406_03_mesh_16.ply,156.685,304.566,34.359,7.227,4.953,0.043,274.4359703
13,0407_02.csv,0407_02_mesh_10.ply,240.088,519.576,52.532,29.813,11.303,0.066,274.8992036
11,0406_06.csv,0406_06_mesh_17.ply,69.109,121.782,14.007,5.771,3.624,0.019,274.9280123
15,0407_15.csv,0407_15_mesh_6.ply,18.186,41.394,5.568,2.498,2.381,0.005,274.9367645
17,0407_27.csv,0407_27_mesh_5.ply,43.611,143.202,17.477,7.117,3.166,0.012,275.1599367
11,0406_05.csv,0406_05_mesh_5.ply,101.75,169.499,16.508,6.14,3.74,0.028,275.1842752
19,0408_06.csv,0408_06_mesh_10.ply,348.499,352.825,15.678,9.881,7.984,0.096,275.4670745
19,0408_09.csv,0408_09_mesh_19.ply,61.712,142.933,13.902,11.387,4.077,0.017,275.4731657
13,0407_02.csv,0407_02_mesh_8.ply,827.448,718.919,37.074,12.091,7.025,0.228,275.5460162
5,0403_12.csv,0403_12_mesh_13.ply,206.693,420.908,54.951,18.969,4.042,0.057,275.771313
5,0403_10.csv,0403_10_mesh_4.ply,1257.198,952.343,45.247,14.698,8.772,0.347,276.0106204
7,0404_01.csv,0404_01_mesh_6.ply,2554.77,1422.024,49.519,11.241,9.9,0.707,276.7372405
13,0407_03.csv,0407_03_mesh_2.ply,140.92,229.343,22.756,7.453,4.672,0.039,276.7527675
11,0406_05.csv,0406_05_mesh_15.ply,101.022,144.182,13.243,4.795,3.619,0.028,277.1673497
19,0408_08.csv,0408_08_mesh_7.ply,61.279,158.854,23.534,5.958,5.161,0.017,277.4196707
7,0404_01.csv,0404_01_mesh_5.ply,4285.178,2788.66,86.204,44.098,10.203,1.19,277.7014164
17,0407_26.csv,0407_26_mesh_13.ply,71.987,137.825,13.632,5.423,3.304,0.02,277.8279412
9,0405_08.csv,0405_08_mesh_14.ply,248.231,364.392,21.274,9.743,7.444,0.069,277.9668937
19,0408_06.csv,0408_06_mesh_4.ply,625.921,893.71,57.625,38.506,10.759,0.174,277.9903534
9,0405_08.csv,0405_08_mesh_5.ply,158.256,268.754,12.487,11.669,4.464,0.044,278.0305328
17,0407_26.csv,0407_26_mesh_20.ply,165.366,309.77,32.627,9.534,3.663,0.046,278.1708453
19,0408_08.csv,0408_08_mesh_19.ply,71.813,112.032,9.156,4.637,3.959,0.02,278.501107
13,0407_03.csv,0407_03_mesh_7.ply,247.538,383.673,33.83,11.627,4.332,0.069,278.7450816
13,0407_04.csv,0407_04_mesh_20.ply,193.724,225.622,14.007,6.573,4.728,0.054,278.7470835
3,0403_01.csv,0403_01_mesh_10.ply,211.635,295.521,23.597,9.11,4.669,0.059,278.781865
15,0407_12.csv,0407_12_mesh_27.ply,132.695,213.382,12.602,6.462,4.512,0.037,278.8349222
19,0408_06.csv,0408_06_mesh_1.ply,261.597,296.005,13.629,12.755,7.166,0.073,279.0551879
13,0407_03.csv,0407_03_mesh_23.ply,68.026,140.246,17.668,4.341,3.264,0.019,279.3049716
13,0407_01.csv,0407_01_mesh_4.ply,207.523,310.909,27.483,7.199,4.553,0.058,279.487093
13,0407_03.csv,0407_03_mesh_15.ply,107.315,192.683,22.885,6.153,3.523,0.03,279.550855
7,0404_01.csv,0404_01_mesh_7.ply,1926.591,1077.598,38.269,10.779,10.111,0.539,279.7687729
15,0407_12.csv,0407_12_mesh_5.ply,99.704,223.44,21.908,5.515,4.058,0.028,280.8312605
17,0407_23.csv,0407_23_mesh_3.ply,847.258,591.618,18.503,11.576,10.626,0.238,280.9061703
13,0407_03.csv,0407_03_mesh_8.ply,110.319,215.685,28.091,7.279,3.645,0.031,281.0032723
15,0407_14.csv,0407_14_mesh_5.ply,49.816,143.358,26.157,4.629,3.578,0.014,281.0342059
11,0406_03.csv,0406_03_mesh_13.ply,167.135,263.214,24.952,4.677,3.93,0.047,281.2098005
17,0407_23.csv,0407_23_mesh_5.ply,152.889,235.961,24.367,5.652,4.048,0.043,281.2497956
13,0407_04.csv,0407_04_mesh_14.ply,120.672,143.553,7.379,6.298,4.75,0.034,281.7555025
19,0408_08.csv,0408_08_mesh_15.ply,63.856,93.485,7.413,4.588,4.151,0.018,281.8842395
15,0407_13.csv,0407_13_mesh_17.ply,241.16,312.458,23.171,5.89,5.11,0.068,281.970476
5,0403_11.csv,0403_11_mesh_8.ply,570.402,885.502,93.56,17.035,13.374,0.161,282.2570748
5,0403_10.csv,0403_10_mesh_8.ply,523.571,488.042,29.482,6.544,5.662,0.148,282.6741741
9,0405_08.csv,0405_08_mesh_3.ply,127.21,214.841,10.662,6.026,4.559,0.036,282.9966198
9,0405_08.csv,0405_08_mesh_1.ply,508.829,816.807,54.158,24.743,6.4,0.144,283.0027377
3,0331_10.csv,0331_10_mesh_6.ply,45.934,122.2,23.135,2.929,2.181,0.013,283.0147603
5,0403_11.csv,0403_11_mesh_1.ply,275.508,303.433,14.708,9.165,6.577,0.078,283.113376
5,0403_10.csv,0403_10_mesh_10.ply,275.408,292.016,18.496,6.021,5.533,0.078,283.2161738
15,0407_11.csv,0407_11_mesh_5.ply,593.095,636.211,46.63,10.39,6.817,0.168,283.2598488
13,0407_03.csv,0407_03_mesh_20.ply,112.889,159.787,14.193,6.409,4.094,0.032,283.4642879
15,0407_11.csv,0407_11_mesh_7.ply,84.646,150.033,16.687,4.663,4.283,0.024,283.533776
17,0407_24.csv,0407_24_mesh_1.ply,98.611,163.565,12.646,7.443,4.279,0.028,283.9439819
19,0408_07.csv,0408_07_mesh_3.ply,404.775,445.575,29.671,8.251,6.164,0.115,284.1084553
11,0406_03.csv,0406_03_mesh_11.ply,119.599,287.865,42.936,5.542,5.148,0.034,284.2833134
19,0408_06.csv,0408_06_mesh_9.ply,562.589,825.374,40.476,9.226,6.128,0.16,284.3994461
17,0407_23.csv,0407_23_mesh_6.ply,305.862,423.059,44.134,8.576,6.896,0.087,284.4420033
5,0403_10.csv,0403_10_mesh_5.ply,660.616,502.004,20.89,9.041,8.066,0.188,284.5828742
17,0407_23.csv,0407_23_mesh_7.ply,788.451,611.978,22.824,9.045,9.026,0.225,285.3696679
5,0403_11.csv,0403_11_mesh_11.ply,73.577,112.709,9.517,4.687,4.657,0.021,285.4152792
15,0407_10.csv,0407_10_mesh_8.ply,248.759,273.887,12.847,7.402,5.2,0.071,285.416809
19,0408_07.csv,0408_07_mesh_15.ply,493.548,644.618,48.545,11.844,6.664,0.141,285.6864986
3,0331_10.csv,0331_10_mesh_8.ply,125.793,273.276,36.664,6.657,6.356,0.036,286.1844459
1,0330_07.csv,0330_07_mesh_3.ply,122.269,220.316,19.563,4.726,4.192,0.035,286.2540791
7,0404_01.csv,0404_01_mesh_1.ply,1329.6,841.77,33.599,8.524,8.673,0.381,286.5523466
17,0407_25.csv,0407_25_mesh_17.ply,272.024,671.509,63.922,13.005,9.587,0.078,286.7394053
19,0408_09.csv,0408_09_mesh_1.ply,48.732,194.128,27.698,8.498,4.758,0.014,287.2855618
5,0403_11.csv,0403_11_mesh_5.ply,156.397,361.756,46.653,18.28,5.263,0.045,287.7293043
9,0405_08.csv,0405_08_mesh_2.ply,59.062,140.03,5.808,9.144,5.48,0.017,287.8331245
7,0404_01.csv,0404_01_mesh_3.ply,267.209,308.953,19.351,6.037,5.861,0.077,288.1639466
1,0330_04.csv,0330_04_mesh_9.ply,740.773,844.04,53.467,13.867,6.009,0.214,288.887419
11,0406_03.csv,0406_03_mesh_3.ply,397.915,573.916,39.683,23.273,4.83,0.115,289.0064461
5,0403_10.csv,0403_10_mesh_3.ply,522.405,443.813,20.242,9.223,7.032,0.151,289.0477695
19,0408_07.csv,0408_07_mesh_4.ply,217.86,314.19,27.389,11.954,4.77,0.063,289.1765354
17,0407_23.csv,0407_23_mesh_9.ply,1377.955,1111.843,58.892,11.278,8.523,0.399,289.5595284
11,0406_04.csv,0406_04_mesh_9.ply,124.18,200.599,21.29,6.668,4.217,0.036,289.9017555
11,0406_03.csv,0406_03_mesh_15.ply,1665.959,1194.196,42.926,17.265,13.858,0.483,289.9231013
17,0407_26.csv,0407_26_mesh_22.ply,44.808,89.643,13.566,4.031,3.81,0.013,290.1267631
17,0407_24.csv,0407_24_mesh_16.ply,1153.672,810.482,27.558,20.401,9.597,0.335,290.3771609
17,0407_23.csv,0407_23_mesh_15.ply,2176.011,1317.906,46.224,11.187,10.702,0.632,290.4397083
11,0406_03.csv,0406_03_mesh_9.ply,271.929,431.644,43.755,5.242,5.045,0.079,290.51701
5,0403_12.csv,0403_12_mesh_19.ply,92.902,174.888,25.191,5.304,3.551,0.027,290.6288347
13,0407_02.csv,0407_02_mesh_6.ply,704.386,615.409,29.098,14.65,7.416,0.205,291.0336094
15,0407_10.csv,0407_10_mesh_10.ply,710.576,641.631,25.783,9.397,8.073,0.207,291.312963
11,0406_03.csv,0406_03_mesh_14.ply,620.803,734.56,55.302,9.896,8.398,0.181,291.5578694
15,0407_11.csv,0407_11_mesh_8.ply,174.514,214.006,17.414,5.959,4.295,0.051,292.2401641
19,0408_06.csv,0408_06_mesh_14.ply,663.802,647.408,23.192,10.909,7.851,0.194,292.2558233
9,0405_06.csv,0405_06_mesh_1.ply,1168.646,816.198,34.134,13.654,8.161,0.342,292.6463617
7,0404_01.csv,0404_01_mesh_9.ply,1416.143,930.961,35.828,9.855,8.173,0.415,293.0495014
5,0403_12.csv,0403_12_mesh_5.ply,177.035,329.739,38.42,6.127,3.752,0.052,293.7272291
19,0408_07.csv,0408_07_mesh_1.ply,609.091,626.904,26.059,18.039,10.336,0.179,293.8805532
17,0407_24.csv,0407_24_mesh_2.ply,1717.258,1316.463,47.429,24.405,11.163,0.505,294.073459
15,0407_11.csv,0407_11_mesh_9.ply,88.412,170.113,21.528,3.516,2.846,0.026,294.077727
15,0407_13.csv,0407_13_mesh_20.ply,316.085,392.249,26.956,8.241,4.668,0.093,294.2246548
11,0406_05.csv,0406_05_mesh_16.ply,241.274,322.733,28.418,7.596,6.742,0.071,294.2712435
19,0408_08.csv,0408_08_mesh_25.ply,61.107,112.878,12.678,5.946,5.13,0.018,294.5652708
15,0407_12.csv,0407_12_mesh_15.ply,64.461,117.065,8.712,4.961,4.471,0.019,294.7518655
19,0408_07.csv,0408_07_mesh_9.ply,277.845,362.43,20.942,6.952,7.642,0.082,295.1285789
11,0406_06.csv,0406_06_mesh_6.ply,57.574,112.567,12.46,5.176,2.953,0.017,295.2721715
11,0406_03.csv,0406_03_mesh_4.ply,260.397,558.091,67.891,21.301,9.84,0.077,295.7023314
17,0407_24.csv,0407_24_mesh_15.ply,138.461,216.783,17.696,5.129,3.808,0.041,296.1122627
9,0405_05.csv,0405_05_mesh_11.ply,1770.077,1331.529,60.743,17.987,8.956,0.525,296.5972667
9,0405_06.csv,0405_06_mesh_7.ply,192.04,401.272,56.595,10.525,4.184,0.057,296.8131639
1,0330_07.csv,0330_07_mesh_12.ply,50.514,183.482,32.211,6.832,3.412,0.015,296.9473809
3,0331_07.csv,0331_07_mesh_2.ply,2296.633,1842.709,89.008,22.604,8.89,0.683,297.3918776
5,0403_10.csv,0403_10_mesh_14.ply,1244.051,1015.527,44.156,20.791,9.997,0.37,297.4154597
13,0407_03.csv,0407_03_mesh_18.ply,221.736,346.779,38.902,8.203,5.737,0.066,297.651261
5,0403_10.csv,0403_10_mesh_7.ply,1325.946,1143.875,49.206,19.201,22.566,0.395,297.9005178
13,0407_03.csv,0407_03_mesh_25.ply,167.571,280.838,30.163,6.702,5.136,0.05,298.3809848
17,0407_27.csv,0407_27_mesh_13.ply,107.191,236.826,34.815,8.391,6.057,0.032,298.5325261
17,0407_24.csv,0407_24_mesh_11.ply,307.985,543.564,51.701,11.139,11.147,0.092,298.7158466
9,0405_08.csv,0405_08_mesh_31.ply,70.167,241.701,11.174,8.661,3.409,0.021,299.2859891
11,0406_04.csv,0406_04_mesh_12.ply,347.477,529.851,48.167,17.2,9.589,0.104,299.3003853
15,0407_10.csv,0407_10_mesh_9.ply,397.445,740.195,34.381,8.933,7.774,0.119,299.4124973
17,0407_27.csv,0407_27_mesh_10.ply,26.718,101.894,21.778,2.201,2.908,0.008,299.4236096
5,0403_11.csv,0403_11_mesh_15.ply,293.866,281.33,15.495,9.719,5.57,0.088,299.4562147
17,0407_25.csv,0407_25_mesh_23.ply,70.119,192.054,36.214,4.547,5.142,0.021,299.4908655
15,0407_10.csv,0407_10_mesh_11.ply,2560.394,1759.345,71.73,13.85,9.419,0.768,299.9538352
5,0403_12.csv,0403_12_mesh_10.ply,348.959,447.414,36.911,7.767,6.134,0.105,300.8949475
9,0405_06.csv,0405_06_mesh_11.ply,402.016,510.318,38.659,10.602,7.013,0.121,300.9830455
1,0330_07.csv,0330_07_mesh_16.ply,96.297,169.172,17.068,3.796,3.366,0.029,301.1516454
13,0407_02.csv,0407_02_mesh_15.ply,182.535,236.514,19.128,5.678,4.873,0.055,301.3120771
19,0408_06.csv,0408_06_mesh_8.ply,380.623,509.609,33.653,6.561,6.746,0.115,302.1362345
15,0407_14.csv,0407_14_mesh_17.ply,208.203,240.325,12.989,12.427,5.691,0.063,302.5892999
19,0408_08.csv,0408_08_mesh_1.ply,201.089,322.049,33.695,7.885,10.214,0.061,303.3482687
5,0403_12.csv,0403_12_mesh_16.ply,98.822,163.753,18.744,4.473,3.366,0.03,303.5761268
5,0403_09.csv,0403_09_mesh_5.ply,3649.509,1952.735,55.133,23.005,16.855,1.108,303.6024846
1,0330_05.csv,0330_05_mesh_8.ply,239.92,333.681,26.96,10.106,5.264,0.073,304.2680894
13,0407_04.csv,0407_04_mesh_19.ply,141.05,199.853,13.998,5.898,4.61,0.043,304.8564339
1,0330_04.csv,0330_04_mesh_12.ply,1400.642,892.71,31.268,10.47,9.682,0.427,304.8601998
13,0407_04.csv,0407_04_mesh_11.ply,101.667,192.679,24.207,7.911,3.164,0.031,304.9170331
9,0405_05.csv,0405_05_mesh_9.ply,504.488,601.528,50.803,8.417,5.533,0.154,305.2599864
13,0407_04.csv,0407_04_mesh_25.ply,75.345,139.692,20.028,5.526,3.616,0.023,305.2624594
9,0405_05.csv,0405_05_mesh_3.ply,336.394,361.879,21.381,8.092,6.376,0.103,306.1885765
19,0408_06.csv,0408_06_mesh_12.ply,531.546,766.465,43.378,11.321,12.842,0.163,306.6526698
17,0407_23.csv,0407_23_mesh_2.ply,1463.869,999.293,32.726,15.479,9.085,0.449,306.7214348
11,0406_04.csv,0406_04_mesh_1.ply,97.742,209.288,26.407,5.57,3.287,0.03,306.9304905
7,0404_03.csv,0404_03_mesh_3.ply,240.866,365.394,32.461,7.455,5.952,0.074,307.224764
17,0407_25.csv,0407_25_mesh_7.ply,32.547,143.595,19.817,12.742,4.774,0.01,307.2479798
17,0407_23.csv,0407_23_mesh_16.ply,325.18,295.251,15.219,7.107,7.806,0.1,307.5219878
5,0403_09.csv,0403_09_mesh_6.ply,142.729,240.319,27.612,7.431,3.722,0.044,308.276524
1,0330_01.csv,0330_01_mesh_3.ply,219.919,381.734,33.03,8.453,3.493,0.068,309.2047527
7,0404_02.csv,0404_02_mesh_3.ply,2001.286,1137.965,34.966,19.057,14.796,0.62,309.8007981
9,0405_08.csv,0405_08_mesh_23.ply,161.337,260.066,15.557,7.195,6.062,0.05,309.910312
19,0408_07.csv,0408_07_mesh_5.ply,325.759,488.076,37.093,11.778,13.283,0.101,310.0451561
3,0331_08.csv,0331_08_mesh_6.ply,303.094,292.359,17.779,6.395,6.238,0.094,310.1348097
13,0407_03.csv,0407_03_mesh_11.ply,74.141,297.48,49.112,17.532,5.708,0.023,310.2197165
15,0407_10.csv,0407_10_mesh_3.ply,202.747,313.442,26.636,5.444,4.067,0.063,310.7320947
5,0403_11.csv,0403_11_mesh_6.ply,93.26,209.269,25.066,6.079,5.426,0.029,310.9586103
3,0331_08.csv,0331_08_mesh_3.ply,321.474,275.357,13.801,8.209,5.959,0.1,311.067147
17,0407_23.csv,0407_23_mesh_8.ply,546.235,424.848,20.816,7.334,6.612,0.17,311.2213608
7,0404_01.csv,0404_01_mesh_10.ply,1958.233,1312.953,49,9.256,8.916,0.61,311.5053214
17,0407_24.csv,0407_24_mesh_13.ply,840.23,642.977,27.092,11.886,8.658,0.262,311.8193828
13,0407_04.csv,0407_04_mesh_12.ply,137.6,234.902,25.329,7.671,5.206,0.043,312.5
19,0408_07.csv,0408_07_mesh_11.ply,355.19,424.99,22.451,11.423,6.93,0.111,312.5087981
5,0403_09.csv,0403_09_mesh_3.ply,1573.48,1165.782,49.511,13.66,12.734,0.492,312.682716
15,0407_11.csv,0407_11_mesh_15.ply,131.069,187.003,17.947,5.737,4.568,0.041,312.8123355
19,0408_09.csv,0408_09_mesh_15.ply,44.657,138.433,21.958,5.674,2.574,0.014,313.500683
17,0407_24.csv,0407_24_mesh_9.ply,1466.812,888.549,27.851,11.452,10.707,0.46,313.6052882
7,0404_03.csv,0404_03_mesh_5.ply,149.857,289.726,27.325,11.554,5.931,0.047,313.6323295
9,0405_06.csv,0405_06_mesh_9.ply,296.309,392.301,31.297,5.671,5.018,0.093,313.8615432
11,0406_05.csv,0406_05_mesh_6.ply,89.08,132.916,12.884,6.451,5.57,0.028,314.324203
11,0406_03.csv,0406_03_mesh_10.ply,435.373,632.682,57.919,7.875,4.126,0.137,314.6727059
15,0407_13.csv,0407_13_mesh_28.ply,79.421,190.636,18.426,11.809,4.369,0.025,314.7782073
17,0407_25.csv,0407_25_mesh_12.ply,107.905,231.831,30.089,5.034,3.084,0.034,315.0919791
1,0330_07.csv,0330_07_mesh_6.ply,44.371,95.726,13.003,3.777,2.529,0.014,315.5213991
9,0405_09.csv,0405_09_mesh_4.ply,47.463,97.991,13.285,3.494,3.749,0.015,316.0356488
1,0330_03.csv,0330_03_mesh_2.ply,2949.797,1692.962,54.078,13.111,9.658,0.933,316.2929517
17,0407_25.csv,0407_25_mesh_11.ply,120.052,255.664,30.255,5.313,4.661,0.038,316.5295039
3,0403_02.csv,0403_02_mesh_11.ply,44.203,151.327,27.781,5.757,2.915,0.014,316.7205846
11,0406_05.csv,0406_05_mesh_2.ply,248.771,769.998,83.031,37.499,7.044,0.079,317.5611305
15,0407_12.csv,0407_12_mesh_2.ply,138.446,248.552,25.972,7.613,4.299,0.044,317.8134435
1,0330_04.csv,0330_04_mesh_3.ply,179.15,302.397,25.24,5.371,3.987,0.057,318.169132
7,0404_02.csv,0404_02_mesh_7.ply,210.537,344.793,37.676,9.223,3.768,0.067,318.2338496
3,0403_01.csv,0403_01_mesh_3.ply,50.237,125.635,12.353,6.082,3.343,0.016,318.4903557
13,0407_02.csv,0407_02_mesh_2.ply,1224.211,1044.028,47.53,18.789,17.009,0.39,318.5725337
13,0407_02.csv,0407_02_mesh_5.ply,207.134,254.076,14.807,7.214,4.44,0.066,318.634314
11,0406_05.csv,0406_05_mesh_11.ply,78.401,148.931,11.771,16.011,5.29,0.025,318.8734838
1,0330_06.csv,0330_06_mesh_3.ply,172.285,236.346,17.822,6.358,4.456,0.055,319.2384711
1,0330_06.csv,0330_06_mesh_8.ply,247.437,429.835,49.264,9.674,6.087,0.079,319.2731887
3,0331_07.csv,0331_07_mesh_1.ply,4697.294,3012.484,83.824,32.483,20.279,1.5,319.3327903
17,0407_25.csv,0407_25_mesh_19.ply,72.019,141.634,17.877,4.018,4.313,0.023,319.3601688
13,0407_01.csv,0407_01_mesh_10.ply,756.825,586.803,31.052,7.981,6.958,0.242,319.7568791
1,0330_01.csv,0330_01_mesh_2.ply,1069.55,879.385,23.073,9.852,11.303,0.342,319.760647
17,0407_26.csv,0407_26_mesh_19.ply,43.761,101.699,17.268,3.091,2.452,0.014,319.9195631
1,0330_02.csv,0330_02_mesh_4.ply,1297.001,1156.745,51.535,11.368,21.487,0.415,319.9689129
11,0406_05.csv,0406_05_mesh_8.ply,78.12,112.073,7.684,4.669,4.726,0.025,320.0204813
9,0405_06.csv,0405_06_mesh_2.ply,202.814,264.858,20.469,5.774,5.265,0.065,320.4906959
13,0407_04.csv,0407_04_mesh_13.ply,351.994,387.519,30.297,7.631,7.482,0.113,321.0281993
15,0407_13.csv,0407_13_mesh_10.ply,83.962,221.744,20.89,7.253,4.392,0.027,321.5740454
3,0331_08.csv,0331_08_mesh_8.ply,245.524,289.265,20.246,5.445,5.321,0.079,321.7608055
1,0330_06.csv,0330_06_mesh_10.ply,164.459,253.856,22.359,7.165,4.942,0.053,322.2687722
11,0406_06.csv,0406_06_mesh_16.ply,204.62,321.241,20.497,13.934,11.717,0.066,322.5491154
5,0403_12.csv,0403_12_mesh_11.ply,64.987,218.893,27.467,11.295,3.154,0.021,323.1415514
7,0404_02.csv,0404_02_mesh_10.ply,1382.462,980.628,34.681,20.991,10.291,0.447,323.336193
1,0330_06.csv,0330_06_mesh_5.ply,1091.048,1007.992,48.299,18.081,7.395,0.353,323.5421356
19,0408_07.csv,0408_07_mesh_6.ply,145.229,187.077,11.864,6.463,6.396,0.047,323.6268238
1,0330_04.csv,0330_04_mesh_13.ply,172.959,275.39,24.768,4.893,4.223,0.056,323.776155
5,0403_10.csv,0403_10_mesh_15.ply,234.309,241.955,16.593,5.899,5.071,0.076,324.3580059
7,0404_04.csv,0404_04_mesh_2.ply,80.13,150.353,11.804,9.337,6.195,0.026,324.4727318
