Source.Name,File (ID),Volume (mm3),Surface Area (mm2),Length (mm),Width (mm),Height (mm),Mass (g),Density (kg/m3)
0507_07.csv,0507_07_mesh_12.ply,2396.972,2309.795,115.04,35.948,8.706,0.708,295.3726618
0506_10.csv,0506_10_mesh_3.ply,1454.144,831.032,22.417,15.143,9.808,0.429,295.0189252
0506_11.csv,0506_11_mesh_6.ply,797.222,680.038,34.75,12.264,6.333,0.235,294.7736013
0506_03.csv,0506_03_mesh_4.ply,295.461,280.418,10.921,9.565,8.726,0.087,294.4551057
0506_05.csv,0506_05_mesh_16.ply,122.421,319.109,26.433,8.619,5.228,0.036,294.0671944
0506_12.csv,0506_12_mesh_9.ply,54.422,116.016,9.763,5.186,3.366,0.016,293.9987505
0506_11.csv,0506_11_mesh_26.ply,156.729,207.235,9.6,8.359,6.849,0.046,293.5002456
0507_12.csv,0507_12_mesh_8.ply,536.177,643.702,29.524,10.197,5.828,0.157,292.8137537
0507_03.csv,0507_03_mesh_19.ply,122.963,278.245,32.336,9.034,3.74,0.036,292.7709962
0506_08.csv,0506_08_mesh_15.ply,365.915,272.661,17.594,7.184,6.485,0.107,292.417638
0507_08.csv,0507_08_mesh_28.ply,37.66,76.111,5.532,4.963,4.544,0.011,292.0870951
0506_02.csv,0506_02_mesh_2.ply,41.098,87.51,10.435,4.038,3.32,0.012,291.9850114
0507_04.csv,0507_04_mesh_4.ply,731.041,727.691,30.301,13.728,7.972,0.213,291.365327
0505_01.csv,0505_01_mesh_10.ply,858.213,772.502,40.746,9.339,7.196,0.25,291.3029749
0506_01.csv,0506_01_mesh_7.ply,55.031,119.525,11.775,5.551,3.314,0.016,290.7452163
0508_01.csv,0508_01_mesh_20.ply,124.262,219.065,15.913,5.661,4.507,0.036,289.7104505
0507_03.csv,0507_03_mesh_9.ply,100.114,166.798,18.826,6.001,4.334,0.029,289.6697765
0507_08.csv,0507_08_mesh_31.ply,93.262,193.931,21.327,6.209,9.097,0.027,289.5069803
0507_14.csv,0507_14_mesh_15.ply,887.722,937.301,54.59,10.205,7.933,0.256,288.378569
0507_10.csv,0507_10_mesh_7.ply,149.234,188.456,14.049,7.331,4.875,0.043,288.1380919
0506_03.csv,0506_03_mesh_5.ply,275.311,286.685,18.456,5.781,4.786,0.079,286.9482149
0506_10.csv,0506_10_mesh_7.ply,2302.35,1319.998,34.281,18.088,12.991,0.66,286.6636263
0507_08.csv,0507_08_mesh_6.ply,104.768,133.671,6.493,6.732,6.179,0.03,286.3469762
0505_01.csv,0505_01_mesh_12.ply,646.681,759.021,57.056,8.57,7.623,0.185,286.0761334
0506_03.csv,0506_03_mesh_2.ply,933.557,949.98,56.991,20.32,12.743,0.267,286.00289
0508_01.csv,0508_01_mesh_5.ply,1969.934,1802.226,85.997,36.431,10.651,0.563,285.7963769
0507_11.csv,0507_11_mesh_14.ply,783.905,588.933,23.369,12.747,8.988,0.224,285.7489109
0507_08.csv,0507_08_mesh_13.ply,84.042,113.881,7.129,4.896,4.663,0.024,285.5715
0507_04.csv,0507_04_mesh_2.ply,3045.074,2198.947,84.021,27.843,16.598,0.869,285.3789432
0508_02.csv,0508_02_mesh_12.ply,77.104,132.207,12.031,5.791,3.606,0.022,285.3289064
0506_11.csv,0506_11_mesh_16.ply,242.309,255.74,16.904,7.586,5.506,0.069,284.760368
0506_07.csv,0506_07_mesh_5.ply,403.919,576.446,44.712,7.796,6.347,0.115,284.7105484
0506_04.csv,0506_04_mesh_17.ply,734.813,681.185,40.092,9.317,9.039,0.209,284.4261057
0506_03.csv,0506_03_mesh_11.ply,566.816,454.711,21.521,7.88,6.945,0.161,284.0427934
0506_01.csv,0506_01_mesh_9.ply,306.413,350.501,24.47,5.807,5.057,0.087,283.9305121
0507_08.csv,0507_08_mesh_10.ply,56.453,132.451,17.496,7.984,3.406,0.016,283.4216074
0507_04.csv,0507_04_mesh_15.ply,208.632,278.499,15.631,7.804,5.839,0.059,282.7945857
0507_02.csv,0507_02_mesh_7.ply,570.636,441.462,22.018,9.193,7.203,0.161,282.14133
0507_04.csv,0507_04_mesh_14.ply,497.947,667.86,48.948,11.739,6.216,0.14,281.15442
0507_03.csv,0507_03_mesh_26.ply,106.778,195.548,18.414,7.404,4.031,0.03,280.9567514
0507_06.csv,0507_06_mesh_11.ply,820.29,902.009,59.242,11.842,5.905,0.23,280.388643
0507_14.csv,0507_14_mesh_12.ply,1791.417,1244.419,53.253,12.556,8.468,0.502,280.2250956
0507_07.csv,0507_07_mesh_8.ply,450.251,571.789,31.623,22.604,10.563,0.126,279.8439093
0506_05.csv,0506_05_mesh_21.ply,39.338,162.343,26.909,6.3,2.953,0.011,279.6278408
0507_06.csv,0507_06_mesh_9.ply,304.133,260.525,13.266,7.264,5.532,0.085,279.4829894
0507_06.csv,0507_06_mesh_1.ply,4245.979,2067.572,54.977,26.063,12.994,1.186,279.323096
0506_04.csv,0506_04_mesh_9.ply,770.934,676.807,30.604,13.183,8.518,0.215,278.8824984
0506_02.csv,0506_02_mesh_1.ply,28.711,61.91,6.66,4.443,2.905,0.008,278.6388492
0507_07.csv,0507_07_mesh_11.ply,343.555,428.232,30.694,14.617,5.133,0.095,276.5204989
0506_03.csv,0506_03_mesh_8.ply,748.853,635.011,35.549,9.451,5.896,0.207,276.4227425
0507_08.csv,0507_08_mesh_1.ply,83.303,135.558,11.734,5.52,4.176,0.023,276.1005006
0506_02.csv,0506_02_mesh_11.ply,65.236,100.377,8.622,4.735,3.877,0.018,275.9212705
0507_04.csv,0507_04_mesh_6.ply,384.283,328.544,14.864,8.25,6.969,0.106,275.8383795
0507_08.csv,0507_08_mesh_23.ply,90.753,169.92,16.431,5.111,5.18,0.025,275.4729871
0506_11.csv,0506_11_mesh_8.ply,2017.65,1214.882,48.114,15.472,13.632,0.555,275.0724853
0506_02.csv,0506_02_mesh_4.ply,61.822,104.623,7.524,6.815,4.647,0.017,274.9830158
0507_09.csv,0507_09_mesh_4.ply,851.988,667.957,30.151,9.651,6.414,0.234,274.6517557
0506_05.csv,0506_05_mesh_8.ply,161.277,248.772,21.848,5.775,5.772,0.044,272.8225351
0507_10.csv,0507_10_mesh_22.ply,40.392,163.986,24.825,7.525,2.139,0.011,272.3311547
0506_11.csv,0506_11_mesh_13.ply,260.828,340.214,23.12,7.685,4.928,0.071,272.2100388
0508_01.csv,0508_01_mesh_4.ply,367.719,543.833,24.871,6.711,5.539,0.1,271.9467855
0507_07.csv,0507_07_mesh_4.ply,1966.674,1367.882,63.261,17.149,7.8,0.534,271.5244113
0506_11.csv,0506_11_mesh_7.ply,545.867,493.685,18.479,10.895,7.004,0.148,271.1283151
0507_11.csv,0507_11_mesh_4.ply,795.743,765.54,28.565,8.563,7.543,0.215,270.1877365
0507_09.csv,0507_09_mesh_11.ply,311.384,374.922,28.963,9.166,5.055,0.084,269.763379
0508_01.csv,0508_01_mesh_15.ply,537.746,573.009,39.39,13.894,10.213,0.145,269.6440327
0506_01.csv,0506_01_mesh_6.ply,55.713,84.087,7.429,4.581,3.793,0.015,269.2369824
0507_14.csv,0507_14_mesh_7.ply,1945.606,1134.363,44.464,10.724,8.732,0.523,268.8108487
0506_04.csv,0506_04_mesh_2.ply,204.809,220.362,14.819,5.542,4.875,0.055,268.5428863
0507_09.csv,0507_09_mesh_15.ply,1249.323,968.882,45.474,10.297,7.514,0.335,268.1452275
0507_12.csv,0507_12_mesh_21.ply,93.298,132.797,8.058,6.421,4.965,0.025,267.9585843
0507_09.csv,0507_09_mesh_9.ply,1773.946,1323.607,59.425,9.162,8.304,0.475,267.7646332
0507_03.csv,0507_03_mesh_17.ply,232.063,472.5,46.809,15.056,5.936,0.062,267.1688292
0506_01.csv,0506_01_mesh_19.ply,239.614,299.917,23.698,6.223,5.94,0.064,267.0962465
0507_06.csv,0507_06_mesh_3.ply,348.198,411.087,31.826,5.78,5.799,0.093,267.0894146
0507_11.csv,0507_11_mesh_8.ply,460.85,400.832,18.263,10.312,8.119,0.123,266.898123
0507_07.csv,0507_07_mesh_10.ply,352.599,441.484,32.185,8.966,4.859,0.094,266.5917941
0507_10.csv,0507_10_mesh_20.ply,97.67,168.707,13.688,4.658,4.293,0.026,266.2025187
0506_12.csv,0506_12_mesh_16.ply,52.596,112.526,9.956,6.272,3.055,0.014,266.1799376
0507_06.csv,0507_06_mesh_14.ply,1474.953,1117.674,47.816,14.784,7.654,0.392,265.7711805
0507_14.csv,0507_14_mesh_9.ply,429.661,612.732,50.241,9.642,5.318,0.114,265.3254543
0507_09.csv,0507_09_mesh_3.ply,510.49,489.958,23.323,10.998,6.619,0.135,264.4518012
0506_07.csv,0506_07_mesh_2.ply,2250.242,2057.034,112.474,35.534,13.853,0.594,263.9716084
0507_12.csv,0507_12_mesh_2.ply,209.286,246.981,17.009,5.521,5.244,0.055,262.798276
0506_04.csv,0506_04_mesh_14.ply,675.576,611.564,37.592,7.984,5.667,0.177,261.99865
0507_14.csv,0507_14_mesh_2.ply,397.698,463.942,30.436,8.212,7.006,0.104,261.5049611
0507_03.csv,0507_03_mesh_1.ply,68.946,156.473,23.908,4.943,2.611,0.018,261.0738839
0507_14.csv,0507_14_mesh_6.ply,693.622,872.646,62.221,18.975,6.999,0.181,260.9490472
0505_01.csv,0505_01_mesh_5.ply,3659.883,2476.564,100.067,18.247,10.628,0.955,260.9373032
0506_05.csv,0506_05_mesh_17.ply,57.528,190.621,26.42,5.229,5.834,0.015,260.7425949
0506_11.csv,0506_11_mesh_15.ply,115.149,207.033,21.408,9.077,4.829,0.03,260.5320064
0507_11.csv,0507_11_mesh_5.ply,234.157,378.625,32.037,8.842,5.093,0.061,260.5089747
0506_11.csv,0506_11_mesh_22.ply,72.956,132.135,10.473,5.324,3.77,0.019,260.4309447
0506_02.csv,0506_02_mesh_9.ply,76.854,159.779,18.397,7.27,4.163,0.02,260.2336899
0506_11.csv,0506_11_mesh_19.ply,146.159,228.996,21.694,5.957,7.228,0.038,259.9908319
0507_08.csv,0507_08_mesh_22.ply,46.224,83.42,7.856,4.265,4.995,0.012,259.6053998
0507_08.csv,0507_08_mesh_3.ply,80.908,115.409,8.062,6.333,4.477,0.021,259.5540614
0506_11.csv,0506_11_mesh_21.ply,300.98,372.337,24.383,7.144,5.755,0.078,259.1534321
0507_03.csv,0507_03_mesh_24.ply,115.84,151.089,11.102,5.373,4.257,0.03,258.9779006
0507_03.csv,0507_03_mesh_13.ply,57.964,130.941,13.935,7.395,2.651,0.015,258.7813125
0508_02.csv,0508_02_mesh_10.ply,61.87,88.181,5.928,4.83,3.868,0.016,258.6067561
0506_10.csv,0506_10_mesh_10.ply,2886.068,1252.239,27.55,14.399,13.299,0.745,258.1366759
0507_11.csv,0507_11_mesh_10.ply,1403.271,1036.004,43.095,10.601,7.536,0.362,257.9687031
0506_07.csv,0506_07_mesh_8.ply,314.214,335.981,23.604,7.536,4.679,0.081,257.7860948
0505_01.csv,0505_01_mesh_14.ply,2052.815,1797.91,87.287,18.757,7.348,0.529,257.6949214
0505_01.csv,0505_01_mesh_13.ply,481.497,608.013,40.547,9.491,5.937,0.124,257.5301611
0506_11.csv,0506_11_mesh_2.ply,194.194,273.786,17.237,8.652,4.883,0.05,257.4744843
0507_09.csv,0507_09_mesh_8.ply,229.589,241.813,13.476,6.118,5.183,0.059,256.9809529
0506_05.csv,0506_05_mesh_10.ply,27.314,57.414,5.142,3.581,3.983,0.007,256.2788314
0508_01.csv,0508_01_mesh_14.ply,332.072,332.295,21.134,6.022,6.052,0.085,255.9685851
0507_06.csv,0507_06_mesh_10.ply,4476.926,2190.608,64.316,17.532,10.798,1.144,255.5324792
0507_04.csv,0507_04_mesh_3.ply,2186.622,1095.883,31.396,13.279,12.756,0.557,254.7308131
0506_02.csv,0506_02_mesh_10.ply,66.95,108.194,9.363,4.428,4.405,0.017,253.9208364
0507_02.csv,0507_02_mesh_16.ply,240.302,260.614,18.027,5.563,5.042,0.061,253.8472422
0507_05.csv,0507_05_mesh_5.ply,189.222,320.337,36.734,9.999,6.587,0.048,253.670292
0506_10.csv,0506_10_mesh_5.ply,840.586,829.14,55.934,9.929,6.001,0.213,253.3946556
0506_12.csv,0506_12_mesh_4.ply,43.437,94.448,7.392,6.133,3.341,0.011,253.2403251
0505_01.csv,0505_01_mesh_9.ply,1245.203,1005.299,48.224,9.385,7.014,0.315,252.9708007
0506_04.csv,0506_04_mesh_5.ply,443.045,544.648,46.408,8.529,5.376,0.112,252.7959914
0508_01.csv,0508_01_mesh_17.ply,98.983,134.077,9.074,6.723,4.183,0.025,252.5686229
0507_09.csv,0507_09_mesh_13.ply,328.687,333.208,18.551,5.893,5.124,0.083,252.5198745
0508_01.csv,0508_01_mesh_3.ply,261.588,381.783,30.607,7.065,6.506,0.066,252.3051516
0507_06.csv,0507_06_mesh_8.ply,2430.302,1234.723,38.755,14.328,10.551,0.613,252.2320271
0507_09.csv,0507_09_mesh_5.ply,350.667,419.016,26.331,9.733,6.012,0.088,250.9503318
0506_08.csv,0506_08_mesh_14.ply,689.993,414.242,28.948,11.263,6.143,0.173,250.7271813
0507_10.csv,0507_10_mesh_1.ply,167.845,288.069,23.177,6.144,5.588,0.042,250.2308678
0507_11.csv,0507_11_mesh_9.ply,966.472,779.979,35.579,11.259,7.585,0.241,249.3605609
0507_04.csv,0507_04_mesh_10.ply,4016.918,2143.43,70.722,17.6,10.765,0.996,247.95129
0507_06.csv,0507_06_mesh_2.ply,181.904,302.399,31.594,12.207,4.673,0.045,247.3832351
0506_11.csv,0506_11_mesh_14.ply,190.283,259.885,21.53,5.84,4.734,0.047,247.0005203
0507_04.csv,0507_04_mesh_9.ply,1317.419,1123.424,52.465,11.18,8.101,0.325,246.6944837
0507_11.csv,0507_11_mesh_3.ply,1334.297,996.156,41.609,11.852,8.139,0.329,246.5717902
0508_01.csv,0508_01_mesh_2.ply,190.775,253.352,20.883,6.65,4.558,0.047,246.3635172
0506_02.csv,0506_02_mesh_13.ply,20.308,97.51,12.304,4.72,2.93,0.005,246.2083908
0506_10.csv,0506_10_mesh_11.ply,1466.572,935.705,29.291,13.999,9.011,0.361,246.1522516
0506_09.csv,0506_09_mesh_5.ply,56.897,94.774,5.993,6.87,5.022,0.014,246.0586674
0506_11.csv,0506_11_mesh_12.ply,154.468,191.899,16.056,5.694,4.32,0.038,246.0056452
0507_12.csv,0507_12_mesh_17.ply,138.307,221.699,13.5,7.861,5.093,0.034,245.8299291
0507_12.csv,0507_12_mesh_24.ply,61.077,135.145,12.035,9.292,3.402,0.015,245.5916302
0507_10.csv,0507_10_mesh_26.ply,40.737,124.369,18.183,5.971,3.024,0.01,245.4770847
0507_03.csv,0507_03_mesh_6.ply,65.185,146.979,19.017,4.131,3.414,0.016,245.4552428
0507_09.csv,0507_09_mesh_2.ply,1699.31,1744.504,108.331,12.937,7.777,0.417,245.3937186
0507_03.csv,0507_03_mesh_27.ply,77.949,137.468,11.175,6.64,3.533,0.019,243.749118
0506_11.csv,0506_11_mesh_24.ply,139.528,227.998,20.979,8.895,5.211,0.034,243.6786881
0506_04.csv,0506_04_mesh_7.ply,451.642,459.778,28.826,10.009,8.682,0.11,243.5557366
0507_03.csv,0507_03_mesh_2.ply,66.207,151.563,20.594,3.974,2.911,0.016,241.6662891
0506_05.csv,0506_05_mesh_7.ply,157.603,205.417,11.079,6.999,5.61,0.038,241.1121616
0506_12.csv,0506_12_mesh_13.ply,45.777,120.211,11.527,8.627,2.599,0.011,240.2953448
0507_14.csv,0507_14_mesh_13.ply,1440.521,1293.214,69.579,15.085,6.774,0.346,240.1908754
0507_11.csv,0507_11_mesh_15.ply,749.527,1167.519,89.339,32.446,12.901,0.18,240.1514555
0507_10.csv,0507_10_mesh_3.ply,58.454,129.895,12.709,5.83,3.603,0.014,239.5045677
0507_10.csv,0507_10_mesh_9.ply,422.287,802.395,77.155,25.995,6.999,0.101,239.173832
0506_01.csv,0506_01_mesh_4.ply,79.881,134.882,10.946,4.512,4.184,0.019,237.8538075
0507_09.csv,0507_09_mesh_7.ply,547.71,561.345,29.204,12.937,6.198,0.13,237.3518833
0507_12.csv,0507_12_mesh_25.ply,105.34,205.208,22.568,4.143,4.171,0.025,237.3267515
0506_12.csv,0506_12_mesh_12.ply,84.293,121.015,5.552,6.322,6.26,0.02,237.267626
0507_10.csv,0507_10_mesh_2.ply,215.805,309.97,26.265,6.51,4.507,0.051,236.3244596
0506_10.csv,0506_10_mesh_4.ply,888.908,872.464,49.958,14.347,6.758,0.21,236.2449207
0507_10.csv,0507_10_mesh_10.ply,131.254,293.549,29.609,9.143,3.376,0.031,236.1832782
0507_12.csv,0507_12_mesh_20.ply,362.581,429.694,23.216,8.822,5.569,0.085,234.4303756
0507_13.csv,0507_13_mesh_4.ply,26.005,77.435,11.529,3.176,2.94,0.006,230.7248606
0506_04.csv,0506_04_mesh_4.ply,501.981,509.955,31.457,12.969,5.573,0.115,229.0923362
0507_08.csv,0507_08_mesh_17.ply,56.819,94.576,8.033,7.548,3.475,0.013,228.7967053
0507_03.csv,0507_03_mesh_14.ply,232.372,503.433,48.678,29.062,16.482,0.053,228.0825573
0507_03.csv,0507_03_mesh_18.ply,132.643,228.426,23.721,5.335,3.936,0.03,226.1710004
0507_10.csv,0507_10_mesh_17.ply,66.717,148.843,19.197,4.739,3.602,0.015,224.8302532
0506_01.csv,0506_01_mesh_14.ply,130.43,193.97,19.444,3.944,3.946,0.029,222.3414859
0507_04.csv,0507_04_mesh_12.ply,139.861,317.403,41.654,9.488,4.013,0.031,221.6486369
0507_13.csv,0507_13_mesh_2.ply,36.129,83.946,8.514,4.629,2.316,0.008,221.4287691
0507_08.csv,0507_08_mesh_12.ply,72.72,151.01,20.773,5.836,3.68,0.016,220.0220022
0507_05.csv,0507_05_mesh_1.ply,59.392,149.214,13.538,5.323,3.837,0.013,218.8846983
0506_02.csv,0506_02_mesh_15.ply,45.916,83.9,10.181,3.474,2.795,0.01,217.789006
0507_04.csv,0507_04_mesh_8.ply,248.472,435.427,44.008,13.096,5.282,0.054,217.3283106
0506_01.csv,0506_01_mesh_10.ply,87.555,108.545,6.869,6.177,5.098,0.019,217.0064531
0507_12.csv,0507_12_mesh_12.ply,82.971,223.171,28.149,9.025,3.902,0.018,216.9432693
0506_05.csv,0506_05_mesh_9.ply,124.754,236.66,17.276,10.93,3.086,0.027,216.4259262
0507_10.csv,0507_10_mesh_4.ply,69.365,167.072,21.445,5.163,3.648,0.015,216.247387
0507_08.csv,0507_08_mesh_26.ply,51.259,98.859,13.195,4.592,3.522,0.011,214.5964611
0506_05.csv,0506_05_mesh_19.ply,51.262,119.451,17.73,5.673,2.965,0.011,214.5839023
0506_01.csv,0506_01_mesh_11.ply,51.304,86.011,8.426,3.578,3.635,0.011,214.4082333
0507_04.csv,0507_04_mesh_13.ply,131.033,179.011,14.194,4.979,4.668,0.028,213.6866286
0507_10.csv,0507_10_mesh_23.ply,107.652,191.756,19.382,4.497,3.693,0.023,213.6513952
0507_12.csv,0507_12_mesh_22.ply,94.663,227.307,27.015,9.435,4.552,0.02,211.2757889
0506_11.csv,0506_11_mesh_23.ply,313.471,363.997,16.064,9.489,6.806,0.066,210.5457921
0507_13.csv,0507_13_mesh_1.ply,38.147,88.153,10.405,4.073,2.075,0.008,209.7150497
0506_12.csv,0506_12_mesh_8.ply,66.797,124.555,10.417,5.865,3.648,0.014,209.5902511
0506_08.csv,0506_08_mesh_18.ply,255.543,141.536,9.614,7.79,5.746,0.053,207.4014941
0506_11.csv,0506_11_mesh_10.ply,149.641,219.352,21.002,8.008,3.852,0.031,207.1624755
0507_10.csv,0507_10_mesh_24.ply,53.273,154.453,15.992,8.416,3.324,0.011,206.4835846
0507_14.csv,0507_14_mesh_4.ply,452.815,657.106,50.834,7.44,5.687,0.093,205.3818889
0507_12.csv,0507_12_mesh_23.ply,249.315,386.546,33.516,12.142,4.344,0.051,204.5604958
0506_05.csv,0506_05_mesh_20.ply,48.961,215.286,14.606,10.593,2.525,0.01,204.2441944
0506_08.csv,0506_08_mesh_12.ply,164.293,105.318,16.497,6.536,3.931,0.033,200.8606575
0506_12.csv,0506_12_mesh_15.ply,145.56,276.255,20.717,6.766,4.066,0.029,199.2305578
0506_01.csv,0506_01_mesh_8.ply,269.679,291.312,17.561,6.826,5.706,0.053,196.5299486
0507_07.csv,0507_07_mesh_6.ply,87.839,176.309,19.011,6.547,3.726,0.017,193.5359009
0506_02.csv,0506_02_mesh_7.ply,51.994,110.82,10.974,5.814,2.363,0.01,192.3298842
0508_01.csv,0508_01_mesh_18.ply,149.084,201.794,15.861,7.409,4.03,0.028,187.8135816
0506_08.csv,0506_08_mesh_10.ply,133.409,108.4,11.739,5.981,3.777,0.025,187.3936541
0507_12.csv,0507_12_mesh_7.ply,214.878,352.169,20.673,6.626,5.638,0.04,186.1521421
0507_10.csv,0507_10_mesh_19.ply,273.216,459.598,51.217,9.738,5.416,0.05,183.0053877
0506_05.csv,0506_05_mesh_4.ply,55.523,214.266,11.9,10.694,2.754,0.01,180.1055418
0507_10.csv,0507_10_mesh_25.ply,77.761,139.254,12.447,6.178,3.648,0.014,180.0388369
0507_12.csv,0507_12_mesh_26.ply,363.812,484.582,32.243,6.959,7.2,0.064,175.915033
0506_06.csv,0506_06_mesh_6.ply,23.359,113.067,9.437,5.966,2.408,0.004,171.2402072
0507_02.csv,0507_02_mesh_20.ply,256.368,274.134,8.902,11.475,9.373,0.043,167.7276415
0506_08.csv,0506_08_mesh_16.ply,585.032,221.852,17.33,7.177,6.484,0.085,145.2911977
0507_08.csv,0507_08_mesh_9.ply,69.166,150.243,12.055,7.149,3.094,0.01,144.5797068
0507_12.csv,0507_12_mesh_13.ply,153.69,228.735,14.877,8.058,5.897,0.022,143.1452925
0506_08.csv,0506_08_mesh_21.ply,765.29,265.881,20.968,7.962,7.692,0.106,138.5095846
0506_08.csv,0506_08_mesh_1.ply,559.307,246.929,28.979,5.78,5.5,0.074,132.3065865
0506_08.csv,0506_08_mesh_6.ply,1996.625,1029.2,97.935,54.787,33.13,0.253,126.7138296
0507_12.csv,0507_12_mesh_16.ply,103.234,228.739,24.212,8.587,3.258,0.013,125.9275045
0506_08.csv,0506_08_mesh_22.ply,1343.64,340.809,23.964,12.323,7.562,0.163,121.3122563
0507_10.csv,0507_10_mesh_30.ply,24.994,93.848,16.618,4.24,2.667,0.003,120.0288069
0507_12.csv,0507_12_mesh_18.ply,819.165,818.778,37.677,8.501,7.178,0.094,114.7509964
0506_08.csv,0506_08_mesh_3.ply,423.781,214.352,37.065,15.942,6.337,0.048,113.2660502
0507_12.csv,0507_12_mesh_14.ply,92.756,199.896,14.823,4.873,3.935,0.01,107.8097374
0507_10.csv,0507_10_mesh_14.ply,28.043,97.397,16.623,5.897,2.614,0.003,106.9785686
0506_08.csv,0506_08_mesh_8.ply,124.488,73.842,10.743,7.772,2.767,0.01,80.3290277
0506_08.csv,0506_08_mesh_4.ply,476.145,95.352,9.956,10.574,4.736,0.017,35.70340968
0506_08.csv,0506_08_mesh_7.ply,862.03,110.717,13.776,10.541,5.218,0.015,17.40078652
