File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0423_07_mesh_1.ply,116.606,295.574,49.491,7.712,4.236,0.025
0423_07_mesh_10.ply,78.330,226.721,38.404,8.106,3.656,0.033
0423_07_mesh_11.ply,49.117,154.157,24.121,8.470,4.567,0.023
0423_07_mesh_12.ply,46.124,98.562,12.987,5.634,2.410,0.020
0423_07_mesh_13.ply,96.180,397.847,74.903,11.706,4.530,0.055
0423_07_mesh_14.ply,85.689,138.508,8.754,6.722,4.188,0.028
0423_07_mesh_15.ply,58.655,167.263,24.934,10.043,3.044,0.016
0423_07_mesh_16.ply,243.183,540.092,56.833,20.836,5.713,0.065
0423_07_mesh_17.ply,254.376,499.660,39.531,22.053,6.810,0.072
0423_07_mesh_18.ply,129.745,222.582,19.112,11.398,6.455,0.043
0423_07_mesh_19.ply,12.999,125.215,14.932,6.095,1.934,0.011
0423_07_mesh_2.ply,82.583,260.554,39.683,18.866,5.781,0.031
0423_07_mesh_20.ply,92.925,175.200,17.850,6.140,2.884,0.025
0423_07_mesh_21.ply,79.722,154.447,15.530,4.796,3.808,0.025
0423_07_mesh_3.ply,1369.513,854.838,16.259,16.027,14.402,
0423_07_mesh_4.ply,137.724,234.861,22.746,9.745,5.043,0.044
0423_07_mesh_5.ply,92.243,329.719,64.820,10.374,12.104,0.047
0423_07_mesh_6.ply,223.412,373.409,37.019,9.821,4.974,0.067
0423_07_mesh_7.ply,73.061,125.175,11.335,4.851,3.057,0.021
0423_07_mesh_8.ply,76.827,283.713,47.277,8.281,4.085,0.032
0423_07_mesh_9.ply,171.636,483.774,73.434,18.953,3.829,0.066
