File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0422_08_mesh_1.ply,331.234,511.375,43.222,15.360,4.842,0.118
0422_08_mesh_10.ply,120.500,303.431,43.547,12.640,4.623,0.044
0422_08_mesh_11.ply,477.739,709.620,56.316,15.365,9.961,0.137
0422_08_mesh_12.ply,150.530,283.478,33.856,7.213,3.456,0.037
0422_08_mesh_13.ply,181.390,240.732,21.193,5.560,4.027,0.058
0422_08_mesh_14.ply,306.520,373.745,30.786,6.376,4.877,0.090
0422_08_mesh_15.ply,376.307,542.447,41.645,15.805,8.722,0.128
0422_08_mesh_2.ply,120.768,216.643,22.274,10.195,3.989,0.031
0422_08_mesh_3.ply,136.476,512.541,64.086,13.289,6.510,0.164
0422_08_mesh_4.ply,293.893,522.656,71.331,21.087,9.355,0.087
0422_08_mesh_5.ply,442.609,686.269,54.960,26.406,7.496,0.133
0422_08_mesh_6.ply,107.078,225.519,31.594,5.562,4.488,0.035
0422_08_mesh_7.ply,1222.929,727.874,14.719,13.991,12.324,
0422_08_mesh_8.ply,119.264,205.028,23.455,6.876,3.463,0.042
0422_08_mesh_9.ply,115.563,472.883,86.445,20.242,9.724,0.129
