File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0423_26_mesh_1.ply,341.244,578.872,55.353,16.281,9.785,0.102
0423_26_mesh_10.ply,40.419,108.947,19.506,5.597,2.566,0.010
0423_26_mesh_11.ply,138.105,225.974,23.684,8.249,4.195,0.044
0423_26_mesh_12.ply,148.658,276.288,34.842,12.929,4.650,0.048
0423_26_mesh_13.ply,72.935,150.548,17.501,6.172,3.814,0.021
0423_26_mesh_14.ply,62.197,141.972,23.358,6.455,3.578,0.016
0423_26_mesh_15.ply,62.453,144.152,14.545,10.978,2.740,0.023
0423_26_mesh_16.ply,97.435,170.272,18.915,4.424,3.023,0.044
0423_26_mesh_17.ply,72.496,147.059,17.879,6.423,4.019,0.023
0423_26_mesh_18.ply,52.982,118.950,15.444,4.884,3.694,0.013
0423_26_mesh_19.ply,66.923,235.416,39.235,8.369,5.800,0.017
0423_26_mesh_2.ply,76.394,183.013,21.548,8.911,5.525,0.022
0423_26_mesh_20.ply,144.711,235.623,22.490,8.525,8.226,0.043
0423_26_mesh_21.ply,49.117,99.051,13.121,6.636,2.622,0.012
0423_26_mesh_22.ply,124.233,215.074,27.553,8.476,4.219,0.035
0423_26_mesh_23.ply,87.284,210.618,22.505,7.470,4.366,0.030
0423_26_mesh_24.ply,116.768,197.416,20.338,3.945,3.350,0.030
0423_26_mesh_25.ply,90.895,194.560,27.859,10.122,4.711,0.030
0423_26_mesh_26.ply,58.853,169.459,28.406,5.219,4.239,0.020
0423_26_mesh_27.ply,1268.280,939.525,15.388,14.612,14.863,
0423_26_mesh_28.ply,11.205,83.007,0.669,5.396,8.901,
0423_26_mesh_3.ply,31.856,138.922,22.791,14.636,2.624,0.018
0423_26_mesh_4.ply,42.667,99.048,11.447,5.625,3.133,0.010
0423_26_mesh_5.ply,27.515,95.475,10.275,5.564,2.401,0.010
0423_26_mesh_6.ply,128.217,316.746,43.175,18.102,5.199,0.058
0423_26_mesh_7.ply,10.485,107.090,8.119,8.064,2.248,0.006
0423_26_mesh_8.ply,56.463,178.062,26.218,9.720,3.361,0.027
0423_26_mesh_9.ply,121.463,371.138,55.317,22.001,8.823,0.046
