File (ID),Volume (mm³),Surface Area (mm²),Length (mm),Width (mm),Height (mm),Mass (g)
0423_20_mesh_1.ply,763.331,615.519,38.111,7.191,7.948,0.237
0423_20_mesh_10.ply,1284.080,732.782,14.877,12.824,14.266,
0423_20_mesh_11.ply,344.085,516.232,50.563,12.041,5.998,0.121
0423_20_mesh_12.ply,2550.421,1706.761,61.765,25.796,13.451,0.927
0423_20_mesh_13.ply,3298.594,1883.605,47.550,28.462,11.502,0.981
0423_20_mesh_14.ply,583.742,413.925,16.299,10.310,7.322,0.181
0423_20_mesh_15.ply,190.727,300.446,31.666,9.003,5.290,0.068
0423_20_mesh_2.ply,673.928,788.309,54.461,10.425,5.358,0.186
0423_20_mesh_3.ply,379.530,543.492,45.598,13.054,13.432,0.116
0423_20_mesh_4.ply,1136.467,908.338,49.273,17.848,8.007,0.413
0423_20_mesh_5.ply,1045.615,725.519,32.306,10.677,9.168,0.279
0423_20_mesh_6.ply,305.023,453.084,39.201,7.442,4.584,0.073
0423_20_mesh_7.ply,1019.679,796.612,33.286,12.790,8.374,0.280
0423_20_mesh_8.ply,1176.467,955.448,52.378,10.315,7.227,0.341
0423_20_mesh_9.ply,101.665,218.594,22.153,6.028,4.721,0.043
